rxn_number,functional,program,thermo_kcal_mol,forward_kinetic_kcal_mol,reverse_kinetic_kcal_mol,thermo_reference_kcal_mol,forward_kinetic_reference_kcal_mol,reverse_kinetic_reference_kcal_mol,thermo_error_kcal_mol,forward_kinetic_error_kcal_mol,reverse_kinetic_error_kcal_mol,kinetic_error_kcal_mol
11,polar-1-s,ASE,10.28848974,12.13889292,1.85040318,2.71586670,10.72382225,8.00795122,7.57262304,1.41507067,-6.15754804,3.78630935
11,uma-m-1p1,ASE,4.05306248,11.27625024,7.22318776,2.71586670,10.72382225,8.00795122,1.33719578,0.55242799,-0.78476345,0.66859572
11,uma-s-1p1,ASE,2.59470910,10.67119552,8.07648642,2.71586670,10.72382225,8.00795122,-0.12115760,-0.05262673,0.06853521,0.06058097
11,uma-s-1p2,ASE,3.63769008,11.60202962,7.96433954,2.71586670,10.72382225,8.00795122,0.92182338,0.87820737,-0.04361168,0.46090952
12,aimnet2-nse,ASE,-33.63095947,6.48463454,40.11559401,-36.55596898,-0.46273835,36.09328889,2.92500951,6.94737289,4.02230512,5.48483900
12,allscaip-md-conserving-all-omol,ASE,-37.97845623,-1.27475071,36.70370552,-36.55596898,-0.46273835,36.09328889,-1.42248725,-0.81201236,0.61041663,0.71121450
12,allscaip-md-direct-all-omol,ASE,-38.09511689,-1.67447091,36.42064598,-36.55596898,-0.46273835,36.09328889,-1.53914791,-1.21173256,0.32735709,0.76954483
12,esen-md-direct-all-omol,ASE,-38.10064251,-1.82688676,36.27375575,-36.55596898,-0.46273835,36.09328889,-1.54467353,-1.36414841,0.18046686,0.77230764
12,esen-sm-conserving-all-omol,ASE,-38.73919485,-0.91464314,37.82455171,-36.55596898,-0.46273835,36.09328889,-2.18322587,-0.45190479,1.73126282,1.09158381
12,esen-sm-direct-all-omol,ASE,-37.95397308,1.49979443,39.45376751,-36.55596898,-0.46273835,36.09328889,-1.39800410,1.96253278,3.36047862,2.66150570
12,extra_large,ASE,-39.91643403,-0.34239026,39.57404377,-36.55596898,-0.46273835,36.09328889,-3.36046505,0.12034809,3.48075488,1.80055148
12,orbmol_v1_conservative,ASE,-37.98762425,0.46279261,38.45041686,-36.55596898,-0.46273835,36.09328889,-1.43165527,0.92553096,2.35712797,1.64132946
12,orbmol_v1_direct,ASE,-38.18465095,-0.66563544,37.51901551,-36.55596898,-0.46273835,36.09328889,-1.62868197,-0.20289709,1.42572662,0.81431186
12,orbmol_v2,ASE,-37.62552868,-1.00038498,36.62514370,-36.55596898,-0.46273835,36.09328889,-1.06955970,-0.53764663,0.53185481,0.53475072
12,polar-1-l,ASE,-37.69429575,1.63933983,39.33363558,-36.55596898,-0.46273835,36.09328889,-1.13832677,2.10207818,3.24034669,2.67121243
12,polar-1-m,ASE,-37.92753045,5.06381921,42.99134966,-36.55596898,-0.46273835,36.09328889,-1.37156147,5.52655756,6.89806077,6.21230916
12,polar-1-s,ASE,-40.04216111,9.82232835,49.86448946,-36.55596898,-0.46273835,36.09328889,-3.48619213,10.28506670,13.77120057,12.02813363
12,uma-m-1p1,ASE,-37.51611943,-0.46529433,37.05082510,-36.55596898,-0.46273835,36.09328889,-0.96015045,-0.00255598,0.95753621,0.48004610
12,uma-s-1p1,ASE,-37.49747024,-0.25953333,37.23793691,-36.55596898,-0.46273835,36.09328889,-0.94150126,0.20320502,1.14464802,0.67392652
12,uma-s-1p2,ASE,-38.00287020,-0.22084966,37.78202054,-36.55596898,-0.46273835,36.09328889,-1.44690122,0.24188869,1.68873165,0.96531017
13,aimnet2-nse,ASE,-24.51431256,-0.53653302,23.97777954,-22.03969206,10.05828918,32.09801636,-2.47462050,-10.59482220,-8.12023682,9.35752951
13,allscaip-md-conserving-all-omol,ASE,-22.70989881,8.96540588,31.67530469,-22.03969206,10.05828918,32.09801636,-0.67020675,-1.09288330,-0.42271167,0.75779748
13,allscaip-md-direct-all-omol,ASE,-22.98242681,9.27719554,32.25962235,-22.03969206,10.05828918,32.09801636,-0.94273475,-0.78109364,0.16160599,0.47134981
13,esen-md-direct-all-omol,ASE,-20.67310966,11.82750884,32.50061850,-22.03969206,10.05828918,32.09801636,1.36658240,1.76921966,0.40260214,1.08591090
13,esen-sm-conserving-all-omol,ASE,-21.06684352,8.94529947,30.01214299,-22.03969206,10.05828918,32.09801636,0.97284854,-1.11298971,-2.08587337,1.59943154
13,esen-sm-direct-all-omol,ASE,-19.92306602,12.72614619,32.64921221,-22.03969206,10.05828918,32.09801636,2.11662604,2.66785701,0.55119585,1.60952643
13,extra_large,ASE,-22.23462159,6.94331088,29.17793247,-22.03969206,10.05828918,32.09801636,-0.19492953,-3.11497830,-2.92008389,3.01753110
13,orbmol_v1_conservative,ASE,-18.96616306,14.98590612,33.95206918,-22.03969206,10.05828918,32.09801636,3.07352900,4.92761694,1.85405282,3.39083488
13,orbmol_v1_direct,ASE,-20.54528277,15.30926166,35.85454443,-22.03969206,10.05828918,32.09801636,1.49440929,5.25097248,3.75652807,4.50375027
13,orbmol_v2,ASE,-17.58891471,15.25533871,32.84425342,-22.03969206,10.05828918,32.09801636,4.45077735,5.19704953,0.74623706,2.97164329
13,polar-1-l,ASE,-23.73120572,5.27994551,29.01115123,-22.03969206,10.05828918,32.09801636,-1.69151366,-4.77834367,-3.08686513,3.93260440
13,polar-1-m,ASE,-22.93487767,5.65533332,28.59021099,-22.03969206,10.05828918,32.09801636,-0.89518561,-4.40295586,-3.50780537,3.95538062
13,polar-1-s,ASE,-19.98306275,6.66539358,26.64845633,-22.03969206,10.05828918,32.09801636,2.05662931,-3.39289560,-5.44956003,4.42122781
13,uma-m-1p1,ASE,-22.48127168,8.73700322,31.21827490,-22.03969206,10.05828918,32.09801636,-0.44157962,-1.32128596,-0.87974146,1.10051371
13,uma-s-1p1,ASE,-22.25190988,10.07647173,32.32838161,-22.03969206,10.05828918,32.09801636,-0.21221782,0.01818255,0.23036525,0.12427390
13,uma-s-1p2,ASE,-22.06078680,8.54600950,30.60679630,-22.03969206,10.05828918,32.09801636,-0.02109474,-1.51227968,-1.49122006,1.50174987
14,aimnet2-nse,ASE,-43.85589942,2.80280471,46.65870413,-47.26601405,-16.58549018,30.68059919,3.41011463,19.38829489,15.97810494,17.68319992
14,allscaip-md-conserving-all-omol,ASE,-46.55996398,-13.07538412,33.48457986,-47.26601405,-16.58549018,30.68059919,0.70605007,3.51010606,2.80398067,3.15704337
14,allscaip-md-direct-all-omol,ASE,-47.23349940,-14.01045691,33.22304249,-47.26601405,-16.58549018,30.68059919,0.03251465,2.57503327,2.54244330,2.55873829
14,esen-md-direct-all-omol,ASE,-46.42501204,-14.67624148,31.74877056,-47.26601405,-16.58549018,30.68059919,0.84100201,1.90924870,1.06817137,1.48871004
14,esen-sm-conserving-all-omol,ASE,-45.01510185,-11.40190595,33.61319590,-47.26601405,-16.58549018,30.68059919,2.25091220,5.18358423,2.93259671,4.05809047
14,esen-sm-direct-all-omol,ASE,-45.08191109,-6.92151466,38.16039643,-47.26601405,-16.58549018,30.68059919,2.18410296,9.66397552,7.47979724,8.57188638
14,extra_large,ASE,-47.60417029,-10.43277889,37.17139140,-47.26601405,-16.58549018,30.68059919,-0.33815624,6.15271129,6.49079221,6.32175175
14,orbmol_v1_conservative,ASE,-44.82609268,-5.25768314,39.56840954,-47.26601405,-16.58549018,30.68059919,2.43992137,11.32780704,8.88781035,10.10780869
14,orbmol_v1_direct,ASE,-45.37196852,-3.19797031,42.17399821,-47.26601405,-16.58549018,30.68059919,1.89404553,13.38751987,11.49339902,12.44045945
14,orbmol_v2,ASE,-46.10774965,-11.54711084,34.56063881,-47.26601405,-16.58549018,30.68059919,1.15826440,5.03837934,3.88003962,4.45920948
14,polar-1-l,ASE,-46.53959359,-12.10539071,34.43420288,-47.26601405,-16.58549018,30.68059919,0.72642046,4.48009947,3.75360369,4.11685158
14,polar-1-m,ASE,-43.76618639,-2.47502072,41.29116567,-47.26601405,-16.58549018,30.68059919,3.49982766,14.11046946,10.61056648,12.36051797
14,polar-1-s,ASE,-38.77494539,5.81132190,44.58626729,-47.26601405,-16.58549018,30.68059919,8.49106866,22.39681208,13.90566810,18.15124009
14,uma-m-1p1,ASE,-46.72245580,-15.37007345,31.35238235,-47.26601405,-16.58549018,30.68059919,0.54355825,1.21541673,0.67178316,0.94359995
14,uma-s-1p1,ASE,-46.32973674,-13.50233281,32.82740393,-47.26601405,-16.58549018,30.68059919,0.93627731,3.08315737,2.14680474,2.61498106
14,uma-s-1p2,ASE,-46.86232305,-13.91559526,32.94672779,-47.26601405,-16.58549018,30.68059919,0.40369100,2.66989492,2.26612860,2.46801176
15,aimnet2-nse,ASE,-10.54797546,26.49385861,37.04183407,-11.75110654,20.29632703,32.04745230,1.20313108,6.19753158,4.99438177,5.59595668
15,allscaip-md-conserving-all-omol,ASE,-13.80140544,22.60499369,36.40639913,-11.75110654,20.29632703,32.04745230,-2.05029890,2.30866666,4.35894683,3.33380675
15,allscaip-md-direct-all-omol,ASE,-14.86228974,18.76771389,33.63000363,-11.75110654,20.29632703,32.04745230,-3.11118320,-1.52861314,1.58255133,1.55558224
15,esen-md-direct-all-omol,ASE,-12.28416504,21.58315516,33.86732020,-11.75110654,20.29632703,32.04745230,-0.53305850,1.28682813,1.81986790,1.55334802
15,esen-sm-conserving-all-omol,ASE,-13.62288549,23.08399737,36.70688286,-11.75110654,20.29632703,32.04745230,-1.87177895,2.78767034,4.65943056,3.72355045
15,esen-sm-direct-all-omol,ASE,-15.34412641,19.86861923,35.21274564,-11.75110654,20.29632703,32.04745230,-3.59301987,-0.42770780,3.16529334,1.79650057
15,extra_large,ASE,-13.82841514,23.67187687,37.50029201,-11.75110654,20.29632703,32.04745230,-2.07730860,3.37554984,5.45283971,4.41419477
15,orbmol_v1_conservative,ASE,-15.37935785,21.59618430,36.97554215,-11.75110654,20.29632703,32.04745230,-3.62825131,1.29985727,4.92808985,3.11397356
15,orbmol_v1_direct,ASE,-14.57789764,27.07367640,41.65157404,-11.75110654,20.29632703,32.04745230,-2.82679110,6.77734937,9.60412174,8.19073555
15,orbmol_v2,ASE,-14.36775750,20.54415257,34.91191007,-11.75110654,20.29632703,32.04745230,-2.61665096,0.24782554,2.86445777,1.55614165
15,polar-1-l,ASE,-16.26997334,20.76417483,37.03414817,-11.75110654,20.29632703,32.04745230,-4.51886680,0.46784780,4.98669587,2.72727184
15,polar-1-m,ASE,-16.60357841,18.73092704,35.33450545,-11.75110654,20.29632703,32.04745230,-4.85247187,-1.56539999,3.28705315,2.42622657
15,polar-1-s,ASE,-10.35877572,21.13851190,31.49728762,-11.75110654,20.29632703,32.04745230,1.39233082,0.84218487,-0.55016468,0.69617477
15,uma-m-1p1,ASE,-13.50950168,20.66538777,34.17488945,-11.75110654,20.29632703,32.04745230,-1.75839514,0.36906074,2.12743715,1.24824894
15,uma-s-1p1,ASE,-14.07987825,24.40287518,38.48275343,-11.75110654,20.29632703,32.04745230,-2.32877171,4.10654815,6.43530113,5.27092464
15,uma-s-1p2,ASE,-13.86467265,21.56725651,35.43192916,-11.75110654,20.29632703,32.04745230,-2.11356611,1.27092948,3.38447686,2.32770317
16,aimnet2-nse,ASE,-8.21423740,20.17512536,28.38936276,-9.58725019,16.58002536,26.16729082,1.37301279,3.59510000,2.22207194,2.90858597
16,allscaip-md-conserving-all-omol,ASE,-9.67130978,20.38953261,30.06084239,-9.58725019,16.58002536,26.16729082,-0.08405959,3.80950725,3.89355157,3.85152941
16,allscaip-md-direct-all-omol,ASE,-9.89906157,17.80651498,27.70557655,-9.58725019,16.58002536,26.16729082,-0.31181138,1.22648962,1.53828573,1.38238767
16,esen-md-direct-all-omol,ASE,-8.09855350,20.51999556,28.61854906,-9.58725019,16.58002536,26.16729082,1.48869669,3.93997020,2.45125824,3.19561422
16,esen-sm-conserving-all-omol,ASE,-9.67569313,20.41418174,30.08987487,-9.58725019,16.58002536,26.16729082,-0.08844294,3.83415638,3.92258405,3.87837021
16,esen-sm-direct-all-omol,ASE,-8.77253627,19.32853368,28.10106995,-9.58725019,16.58002536,26.16729082,0.81471392,2.74850832,1.93377913,2.34114373
16,extra_large,ASE,-9.51490195,20.98739126,30.50229321,-9.58725019,16.58002536,26.16729082,0.07234824,4.40736590,4.33500239,4.37118414
16,orbmol_v1_conservative,ASE,-10.60227760,20.00093773,30.60321533,-9.58725019,16.58002536,26.16729082,-1.01502741,3.42091237,4.43592451,3.92841844
16,orbmol_v1_direct,ASE,-9.28509099,25.94445859,35.22954958,-9.58725019,16.58002536,26.16729082,0.30215920,9.36443323,9.06225876,9.21334599
16,orbmol_v2,ASE,-8.28950560,20.99470786,29.28421346,-9.58725019,16.58002536,26.16729082,1.29774459,4.41468250,3.11692264,3.76580257
16,polar-1-l,ASE,-10.43625697,19.19323017,29.62948714,-9.58725019,16.58002536,26.16729082,-0.84900678,2.61320481,3.46219632,3.03770057
16,polar-1-m,ASE,-8.60292851,19.04178709,27.64471560,-9.58725019,16.58002536,26.16729082,0.98432168,2.46176173,1.47742478,1.96959326
16,polar-1-s,ASE,-7.41510482,17.77700578,25.19211060,-9.58725019,16.58002536,26.16729082,2.17214537,1.19698042,-0.97518022,1.08608032
16,uma-m-1p1,ASE,-9.30248970,18.91223757,28.21472727,-9.58725019,16.58002536,26.16729082,0.28476049,2.33221221,2.04743645,2.18982433
16,uma-s-1p1,ASE,-9.29237514,22.89319821,32.18557335,-9.58725019,16.58002536,26.16729082,0.29487505,6.31317285,6.01828253,6.16572769
16,uma-s-1p2,ASE,-8.84203706,19.31069455,28.15273161,-9.58725019,16.58002536,26.16729082,0.74521313,2.73066919,1.98544079,2.35805499
17,aimnet2-nse,ASE,-16.06869244,12.62804998,28.69674242,-17.46272979,9.70442026,27.16717789,1.39403735,2.92362972,1.52956453,2.22659712
17,allscaip-md-conserving-all-omol,ASE,-20.25297102,4.72777086,24.98074188,-17.46272979,9.70442026,27.16717789,-2.79024123,-4.97664940,-2.18643601,3.58154271
17,allscaip-md-direct-all-omol,ASE,-21.47625986,6.35673979,27.83299965,-17.46272979,9.70442026,27.16717789,-4.01353007,-3.34768047,0.66582176,2.00675112
17,esen-md-direct-all-omol,ASE,-19.74682214,5.46279485,25.20961699,-17.46272979,9.70442026,27.16717789,-2.28409235,-4.24162541,-1.95756090,3.09959316
17,esen-sm-conserving-all-omol,ASE,-19.89260851,2.31205191,22.20466042,-17.46272979,9.70442026,27.16717789,-2.42987872,-7.39236836,-4.96251747,6.17744291
17,esen-sm-direct-all-omol,ASE,-22.27096811,6.51226244,28.78323055,-17.46272979,9.70442026,27.16717789,-4.80823832,-3.19215783,1.61605266,2.40410524
17,extra_large,ASE,-19.99934123,6.38417665,26.38351788,-17.46272979,9.70442026,27.16717789,-2.53661144,-3.32024362,-0.78366001,2.05195181
17,orbmol_v1_conservative,ASE,-21.24361206,8.55173985,29.79535191,-17.46272979,9.70442026,27.16717789,-3.78088227,-1.15268042,2.62817402,1.89042722
17,orbmol_v1_direct,ASE,-20.65706807,11.89591251,32.55298058,-17.46272979,9.70442026,27.16717789,-3.19433828,2.19149225,5.38580269,3.78864747
17,orbmol_v2,ASE,-19.88993665,3.45332804,23.34326469,-17.46272979,9.70442026,27.16717789,-2.42720686,-6.25109223,-3.82391320,5.03750271
17,polar-1-l,ASE,-21.64217287,2.85099219,24.49316506,-17.46272979,9.70442026,27.16717789,-4.17944308,-6.85342807,-2.67401283,4.76372045
17,polar-1-m,ASE,-21.26755002,5.91333839,27.18088841,-17.46272979,9.70442026,27.16717789,-3.80482023,-3.79108188,0.01371052,1.90239620
17,polar-1-s,ASE,-13.62942451,9.18297616,22.81240067,-17.46272979,9.70442026,27.16717789,3.83330528,-0.52144410,-4.35477722,2.43811066
17,uma-m-1p1,ASE,-20.25782301,5.28877910,25.54660211,-17.46272979,9.70442026,27.16717789,-2.79509322,-4.41564117,-1.62057578,3.01810847
17,uma-s-1p1,ASE,-19.92590000,3.66054799,23.58644799,-17.46272979,9.70442026,27.16717789,-2.46317021,-6.04387228,-3.58072990,4.81230109
17,uma-s-1p2,ASE,-20.37315333,5.72842852,26.10158185,-17.46272979,9.70442026,27.16717789,-2.91042354,-3.97599175,-1.06559604,2.52079389
18,aimnet2-nse,ASE,2.11672734,6.68214786,4.56542052,-6.59231391,0.76752310,7.35984752,8.70904125,5.91462476,-2.79442700,4.35452588
18,allscaip-md-conserving-all-omol,ASE,-9.96031399,-0.93486376,9.02545023,-6.59231391,0.76752310,7.35984752,-3.36800008,-1.70238686,1.66560271,1.68399479
18,allscaip-md-direct-all-omol,ASE,-9.16891315,0.52863408,9.69754723,-6.59231391,0.76752310,7.35984752,-2.57659924,-0.23888902,2.33769971,1.28829437
18,esen-md-direct-all-omol,ASE,-10.03822209,-1.79953353,8.23868856,-6.59231391,0.76752310,7.35984752,-3.44590818,-2.56705663,0.87884104,1.72294884
18,esen-sm-conserving-all-omol,ASE,-9.57674151,-1.66937126,7.90737025,-6.59231391,0.76752310,7.35984752,-2.98442760,-2.43689436,0.54752273,1.49220855
18,esen-sm-direct-all-omol,ASE,-9.24373924,-1.50088643,7.74285281,-6.59231391,0.76752310,7.35984752,-2.65142533,-2.26840953,0.38300529,1.32570741
18,extra_large,ASE,-8.56570903,-0.25972696,8.30598207,-6.59231391,0.76752310,7.35984752,-1.97339512,-1.02725006,0.94613455,0.98669231
18,orbmol_v1_conservative,ASE,-3.25408098,3.14948857,6.40356955,-6.59231391,0.76752310,7.35984752,3.33823293,2.38196547,-0.95627797,1.66912172
18,orbmol_v1_direct,ASE,-13.20009038,-6.53904973,6.66104065,-6.59231391,0.76752310,7.35984752,-6.60777647,-7.30657283,-0.69880687,4.00268985
18,orbmol_v2,ASE,-13.02317175,-5.03574212,7.98742963,-6.59231391,0.76752310,7.35984752,-6.43085784,-5.80326522,0.62758211,3.21542367
18,polar-1-l,ASE,-2.96681485,5.56043656,8.52725141,-6.59231391,0.76752310,7.35984752,3.62549906,4.79291346,1.16740389,2.98015868
18,polar-1-m,ASE,-11.23799410,-3.18912722,8.04886688,-6.59231391,0.76752310,7.35984752,-4.64568019,-3.95665032,0.68901936,2.32283484
18,polar-1-s,ASE,-14.14653274,-0.99910177,13.14743097,-6.59231391,0.76752310,7.35984752,-7.55421883,-1.76662487,5.78758345,3.77710416
18,uma-m-1p1,ASE,-9.81757054,-0.85033462,8.96723592,-6.59231391,0.76752310,7.35984752,-3.22525663,-1.61785772,1.60738840,1.61262306
18,uma-s-1p1,ASE,-9.85149127,-0.88207829,8.96941298,-6.59231391,0.76752310,7.35984752,-3.25917736,-1.64960139,1.60956546,1.62958343
18,uma-s-1p2,ASE,-9.68074981,-1.59344645,8.08730336,-6.59231391,0.76752310,7.35984752,-3.08843590,-2.36096955,0.72745584,1.54421270
19,aimnet2-nse,ASE,10.48285623,14.79812039,4.31526416,-0.33490554,4.44808979,4.78299586,10.81776177,10.35003060,-0.46773170,5.40888115
19,allscaip-md-conserving-all-omol,ASE,-3.73620328,2.34916311,6.08536639,-0.33490554,4.44808979,4.78299586,-3.40129774,-2.09892668,1.30237053,1.70064860
19,allscaip-md-direct-all-omol,ASE,-3.01039090,2.51946218,5.52985308,-0.33490554,4.44808979,4.78299586,-2.67548536,-1.92862761,0.74685722,1.33774241
19,esen-md-direct-all-omol,ASE,-4.31912124,1.15694256,5.47606380,-0.33490554,4.44808979,4.78299586,-3.98421570,-3.29114723,0.69306794,1.99210758
19,esen-sm-conserving-all-omol,ASE,-3.04192827,2.11306482,5.15499309,-0.33490554,4.44808979,4.78299586,-2.70702273,-2.33502497,0.37199723,1.35351110
19,esen-sm-direct-all-omol,ASE,-2.40382681,3.25502664,5.65885345,-0.33490554,4.44808979,4.78299586,-2.06892127,-1.19306315,0.87585759,1.03446037
19,extra_large,ASE,-1.25332286,5.02570440,6.27902726,-0.33490554,4.44808979,4.78299586,-0.91841732,0.57761461,1.49603140,1.03682300
19,orbmol_v1_conservative,ASE,2.62014398,6.31511190,3.69496792,-0.33490554,4.44808979,4.78299586,2.95504952,1.86702211,-1.08802794,1.47752503
19,orbmol_v1_direct,ASE,-6.14263659,-0.75369874,5.38893785,-0.33490554,4.44808979,4.78299586,-5.80773105,-5.20178853,0.60594199,2.90386526
19,orbmol_v2,ASE,-6.82249242,-1.47608772,5.34640470,-0.33490554,4.44808979,4.78299586,-6.48758688,-5.92417751,0.56340884,3.24379317
19,polar-1-l,ASE,4.55793357,9.44569288,4.88775931,-0.33490554,4.44808979,4.78299586,4.89283911,4.99760309,0.10476345,2.55118327
19,polar-1-m,ASE,-3.97808592,1.25195421,5.23004013,-0.33490554,4.44808979,4.78299586,-3.64318038,-3.19613558,0.44704427,1.82158992
19,polar-1-s,ASE,-8.27852396,-0.64056312,7.63796084,-0.33490554,4.44808979,4.78299586,-7.94361842,-5.08865291,2.85496498,3.97180894
19,uma-m-1p1,ASE,-3.36104555,2.38420826,5.74525381,-0.33490554,4.44808979,4.78299586,-3.02614001,-2.06388153,0.96225795,1.51306974
19,uma-s-1p1,ASE,-3.68614555,2.95492212,6.64106767,-0.33490554,4.44808979,4.78299586,-3.35124001,-1.49316767,1.85807181,1.67561974
19,uma-s-1p2,ASE,-3.33026421,2.08489620,5.41516041,-0.33490554,4.44808979,4.78299586,-2.99535867,-2.36319359,0.63216455,1.49767907
20,aimnet2-nse,ASE,-4.80940993,15.16887768,19.97828761,2.32378037,10.73938745,8.41560337,-7.13319030,4.42949023,11.56268424,7.99608723
20,allscaip-md-conserving-all-omol,ASE,1.04354616,10.98880863,9.94526247,2.32378037,10.73938745,8.41560337,-1.28023421,0.24942118,1.52965910,0.88954014
20,allscaip-md-direct-all-omol,ASE,1.98296449,13.69649482,11.71353033,2.32378037,10.73938745,8.41560337,-0.34081588,2.95710737,3.29792696,3.12751716
20,esen-md-direct-all-omol,ASE,0.70540264,10.87312015,10.16771751,2.32378037,10.73938745,8.41560337,-1.61837773,0.13373270,1.75211414,0.94292342
20,esen-sm-conserving-all-omol,ASE,-3.09396738,10.01678203,13.11074941,2.32378037,10.73938745,8.41560337,-5.41774775,-0.72260542,4.69514604,2.70887573
20,esen-sm-direct-all-omol,ASE,-1.40647821,16.22305894,17.62953715,2.32378037,10.73938745,8.41560337,-3.73025858,5.48367149,9.21393378,7.34880263
20,extra_large,ASE,-6.77331519,7.92646019,14.69977538,2.32378037,10.73938745,8.41560337,-9.09709556,-2.81292726,6.28417201,4.54854963
20,orbmol_v1_conservative,ASE,-3.16053969,16.71080802,19.87134771,2.32378037,10.73938745,8.41560337,-5.48432006,5.97142057,11.45574434,8.71358245
20,orbmol_v1_direct,ASE,-1.00990466,18.77777050,19.78767516,2.32378037,10.73938745,8.41560337,-3.33368503,8.03838305,11.37207179,9.70522742
20,orbmol_v2,ASE,-2.52059535,11.13148337,13.65207872,2.32378037,10.73938745,8.41560337,-4.84437572,0.39209592,5.23647535,2.81428563
20,polar-1-l,ASE,0.19013494,8.28707766,8.09694272,2.32378037,10.73938745,8.41560337,-2.13364543,-2.45230979,-0.31866065,1.38548522
20,polar-1-m,ASE,0.85700049,8.53037376,7.67337327,2.32378037,10.73938745,8.41560337,-1.46677988,-2.20901369,-0.74223010,1.47562190
20,polar-1-s,ASE,9.37818181,16.66593174,7.28774993,2.32378037,10.73938745,8.41560337,7.05440144,5.92654429,-1.12785344,3.52719887
20,uma-m-1p1,ASE,0.06664450,11.00112072,10.93447622,2.32378037,10.73938745,8.41560337,-2.25713587,0.26173327,2.51887285,1.39030306
20,uma-s-1p1,ASE,0.87958801,11.51145415,10.63186614,2.32378037,10.73938745,8.41560337,-1.44419236,0.77206670,2.21626277,1.49416473
20,uma-s-1p2,ASE,0.52596078,9.58760223,9.06164145,2.32378037,10.73938745,8.41560337,-1.79781959,-1.15178522,0.64603808,0.89891165
21,aimnet2-nse,ASE,-11.42399895,9.24241718,20.66641613,-8.15057485,7.40297583,15.55356367,-3.27342410,1.83944135,5.11285246,3.47614691
21,allscaip-md-conserving-all-omol,ASE,-8.63767458,8.30346105,16.94113563,-8.15057485,7.40297583,15.55356367,-0.48709973,0.90048522,1.38757196,1.14402859
21,allscaip-md-direct-all-omol,ASE,-9.78981298,6.42930599,16.21911897,-8.15057485,7.40297583,15.55356367,-1.63923813,-0.97366984,0.66555530,0.81961257
21,esen-md-direct-all-omol,ASE,-8.38640166,7.87734280,16.26374446,-8.15057485,7.40297583,15.55356367,-0.23582681,0.47436697,0.71018079,0.59227388
21,esen-sm-conserving-all-omol,ASE,-8.96393121,7.54753240,16.51146361,-8.15057485,7.40297583,15.55356367,-0.81335636,0.14455657,0.95789994,0.55122825
21,esen-sm-direct-all-omol,ASE,-8.81445162,8.67152550,17.48597712,-8.15057485,7.40297583,15.55356367,-0.66387677,1.26854967,1.93241345,1.60048156
21,extra_large,ASE,-8.00665402,8.25050180,16.25715582,-8.15057485,7.40297583,15.55356367,0.14392083,0.84752597,0.70359215,0.77555906
21,orbmol_v1_conservative,ASE,-8.24736844,6.83067010,15.07803854,-8.15057485,7.40297583,15.55356367,-0.09679359,-0.57230573,-0.47552513,0.52391543
21,orbmol_v1_direct,ASE,-12.70912929,9.83841517,22.54754446,-8.15057485,7.40297583,15.55356367,-4.55855444,2.43543934,6.99398079,4.71471006
21,orbmol_v2,ASE,-7.70559616,7.25755898,14.96315514,-8.15057485,7.40297583,15.55356367,0.44497869,-0.14541685,-0.59040853,0.36791269
21,polar-1-l,ASE,-9.16330638,8.09511647,17.25842285,-8.15057485,7.40297583,15.55356367,-1.01273153,0.69214064,1.70485918,1.19849991
21,polar-1-m,ASE,-11.14855612,8.33355052,19.48210664,-8.15057485,7.40297583,15.55356367,-2.99798127,0.93057469,3.92854297,2.42955883
21,polar-1-s,ASE,-5.07329962,13.99118429,19.06448391,-8.15057485,7.40297583,15.55356367,3.07727523,6.58820846,3.51092024,5.04956435
21,uma-m-1p1,ASE,-9.01742048,7.24566821,16.26308869,-8.15057485,7.40297583,15.55356367,-0.86684563,-0.15730762,0.70952502,0.43341632
21,uma-s-1p1,ASE,-7.97072951,8.38821213,16.35894164,-8.15057485,7.40297583,15.55356367,0.17984534,0.98523630,0.80537797,0.89530713
21,uma-s-1p2,ASE,-8.39171809,8.53296812,16.92468621,-8.15057485,7.40297583,15.55356367,-0.24114324,1.12999229,1.37112254,1.25055742
22,aimnet2-nse,ASE,-13.98152351,26.05193677,40.03346028,-11.99106066,9.37211407,21.36319384,-1.99046285,16.67982270,18.67026644,17.67504457
22,allscaip-md-conserving-all-omol,ASE,-14.42505316,9.12186564,23.54691880,-11.99106066,9.37211407,21.36319384,-2.43399250,-0.25024843,2.18372496,1.21698669
22,allscaip-md-direct-all-omol,ASE,-14.08233791,9.68390241,23.76624032,-11.99106066,9.37211407,21.36319384,-2.09127725,0.31178834,2.40304648,1.35741741
22,esen-md-direct-all-omol,ASE,-13.44585461,10.40664030,23.85249491,-11.99106066,9.37211407,21.36319384,-1.45479395,1.03452623,2.48930107,1.76191365
22,esen-sm-conserving-all-omol,ASE,-14.34965552,8.60585891,22.95551443,-11.99106066,9.37211407,21.36319384,-2.35859486,-0.76625516,1.59232059,1.17928787
22,esen-sm-direct-all-omol,ASE,-13.94534153,11.46330439,25.40864592,-11.99106066,9.37211407,21.36319384,-1.95428087,2.09119032,4.04545208,3.06832120
22,extra_large,ASE,-13.32334909,10.38611262,23.70946171,-11.99106066,9.37211407,21.36319384,-1.33228843,1.01399855,2.34626787,1.68013321
22,orbmol_v1_conservative,ASE,-14.53885379,11.27363717,25.81249096,-11.99106066,9.37211407,21.36319384,-2.54779313,1.90152310,4.44929712,3.17541011
22,orbmol_v1_direct,ASE,-14.79002081,12.18318467,26.97320548,-11.99106066,9.37211407,21.36319384,-2.79896015,2.81107060,5.61001164,4.21054112
