rxn_number,functional,program,thermo_kcal_mol,forward_kinetic_kcal_mol,reverse_kinetic_kcal_mol,thermo_reference_kcal_mol,forward_kinetic_reference_kcal_mol,reverse_kinetic_reference_kcal_mol,thermo_error_kcal_mol,forward_kinetic_error_kcal_mol,reverse_kinetic_error_kcal_mol,kinetic_error_kcal_mol
25,B2GP-PLYP-D4,ORCA,-1.35874701,12.54175934,13.90050635,-2.32032463,12.89478450,15.21511283,0.96157762,-0.35302516,-1.31460648,0.83381582
25,B3PW91-D4,Q-Chem,1.32175500,10.32568839,9.00393339,-2.32032463,12.89478450,15.21511283,3.64207963,-2.56909611,-6.21117944,4.39013777
25,B97M-V,Q-Chem,3.82372248,13.21106412,9.38734164,-2.32032463,12.89478450,15.21511283,6.14404711,0.31627962,-5.82777119,3.07202540
25,M06-2X-D30,ORCA,-0.39105007,12.69919623,13.09024630,-2.32032463,12.89478450,15.21511283,1.92927456,-0.19558827,-2.12486653,1.16022740
25,M06-D4,Q-Chem,1.10790472,12.77898667,11.67108195,-2.32032463,12.89478450,15.21511283,3.42822935,-0.11579783,-3.54403088,1.82991435
25,OLYP-D3BJ,Q-Chem,4.46593428,8.79628221,4.33034793,-2.32032463,12.89478450,15.21511283,6.78625891,-4.09850229,-10.88476490,7.49163360
25,wB97M-V,Q-Chem,0.67847933,13.74077626,13.06229693,-2.32032463,12.89478450,15.21511283,2.99880396,0.84599176,-2.15281590,1.49940383
26,B2GP-PLYP-D4,ORCA,-1.36580023,8.58879232,9.95459255,-1.22650033,15.60207321,16.82857549,-0.13929990,-7.01328089,-6.87398294,6.94363192
26,B3PW91-D4,Q-Chem,-1.21503536,3.71831858,4.93335394,-1.22650033,15.60207321,16.82857549,0.01146497,-11.88375463,-11.89522155,11.88948809
26,B97M-V,Q-Chem,-1.26206958,3.54621858,4.80828816,-1.22650033,15.60207321,16.82857549,-0.03556925,-12.05585463,-12.02028733,12.03807098
26,M06-2X-D30,ORCA,-0.98780381,8.96801611,9.95581992,-1.22650033,15.60207321,16.82857549,0.23869652,-6.63405710,-6.87275557,6.75340634
26,M06-D4,Q-Chem,-0.90225369,6.73190290,7.63415659,-1.22650033,15.60207321,16.82857549,0.32424664,-8.87017031,-9.19441890,9.03229461
26,OLYP-D3BJ,Q-Chem,0.75433168,-0.78375352,-1.53808520,-1.22650033,15.60207321,16.82857549,1.98083201,-16.38582673,-18.36666069,17.37624371
26,wB97M-V,Q-Chem,-1.30231967,9.64212686,10.94444653,-1.22650033,15.60207321,16.82857549,-0.07581934,-5.95994635,-5.88412896,5.92203765
27,B2GP-PLYP-D4,ORCA,5.95405031,11.04538265,5.09133234,5.50564613,12.96668081,7.46102591,0.44840418,-1.92129816,-2.36969357,2.14549587
27,B3PW91-D4,Q-Chem,6.96265678,4.02100175,-2.94165503,5.50564613,12.96668081,7.46102591,1.45701065,-8.94567906,-10.40268094,9.67418000
27,B97M-V,Q-Chem,7.24258225,3.93263994,-3.30994231,5.50564613,12.96668081,7.46102591,1.73693612,-9.03404087,-10.77096822,9.90250455
27,M06-2X-D30,ORCA,1.87504521,5.06876548,3.19372027,5.50564613,12.96668081,7.46102591,-3.63060092,-7.89791533,-4.26730564,6.08261049
27,M06-D4,Q-Chem,5.25742651,5.09967250,-0.15775401,5.50564613,12.96668081,7.46102591,-0.24821962,-7.86700831,-7.61877992,7.74289412
27,OLYP-D3BJ,Q-Chem,14.03736975,3.28165543,-10.75571432,5.50564613,12.96668081,7.46102591,8.53172362,-9.68502538,-18.21674023,13.95088281
27,wB97M-V,Q-Chem,2.26301982,5.07602361,2.81300379,5.50564613,12.96668081,7.46102591,-3.24262631,-7.89065720,-4.64802212,6.26933966
28,B2GP-PLYP-D4,ORCA,-6.72242688,7.20964012,13.93206700,-7.95295089,7.40259993,15.35556350,1.23052401,-0.19295981,-1.42349650,0.80822816
28,B3PW91-D4,Q-Chem,-5.19605007,2.79425399,7.99030406,-7.95295089,7.40259993,15.35556350,2.75690082,-4.60834595,-7.36525944,5.98680269
28,B97M-V,Q-Chem,-2.56041641,3.61790420,6.17832061,-7.95295089,7.40259993,15.35556350,5.39253448,-3.78469574,-9.17724289,6.48096931
28,M06-2X-D30,ORCA,-10.51290600,2.89975459,13.41266059,-7.95295089,7.40259993,15.35556350,-2.55995511,-4.50284534,-1.94290291,3.22287413
28,M06-D4,Q-Chem,-6.82619154,3.44835496,10.27454650,-7.95295089,7.40259993,15.35556350,1.12675935,-3.95424497,-5.08101700,4.51763099
28,OLYP-D3BJ,Q-Chem,1.11861041,2.60678358,1.48817317,-7.95295089,7.40259993,15.35556350,9.07156130,-4.79581635,-13.86739033,9.33160334
28,wB97M-V,Q-Chem,-9.47135179,3.19739647,12.66874826,-7.95295089,7.40259993,15.35556350,-1.51840090,-4.20520347,-2.68681524,3.44600935
29,B2GP-PLYP-D4,ORCA,-15.66455312,3.63292216,19.29747528,-15.60721093,2.83745564,18.44469144,-0.05734219,0.79546652,0.85278384,0.82412518
29,B3PW91-D4,Q-Chem,-16.37323547,-2.63755503,13.73568044,-15.60721093,2.83745564,18.44469144,-0.76602454,-5.47501067,-4.70901100,5.09201083
29,B97M-V,Q-Chem,-13.76542508,-3.20204996,10.56337512,-15.60721093,2.83745564,18.44469144,1.84178585,-6.03950560,-7.88131632,6.96041096
29,M06-2X-D30,ORCA,-19.81845662,-0.99285223,18.82560439,-15.60721093,2.83745564,18.44469144,-4.21124569,-3.83030787,0.38091295,2.10561041
29,M06-D4,Q-Chem,-18.38134556,-3.96481674,14.41652882,-15.60721093,2.83745564,18.44469144,-2.77413463,-6.80227238,-4.02816262,5.41521750
29,OLYP-D3BJ,Q-Chem,-10.45008589,-5.47677799,4.97330790,-15.60721093,2.83745564,18.44469144,5.15712504,-8.31423363,-13.47138354,10.89280858
29,wB97M-V,Q-Chem,-18.80017483,-1.07203817,17.72813666,-15.60721093,2.83745564,18.44469144,-3.19296390,-3.90949381,-0.71655478,2.31302429
30,B2GP-PLYP-D4,ORCA,-24.06255996,4.84027656,28.90283652,-25.85508830,4.40983573,30.26496523,1.79252834,0.43044083,-1.36212871,0.89628477
30,B3PW91-D4,Q-Chem,-24.54728296,-3.40552141,21.14176155,-25.85508830,4.40983573,30.26496523,1.30780534,-7.81535714,-9.12320368,8.46928041
30,B97M-V,Q-Chem,-22.92705425,-5.43944619,17.48760806,-25.85508830,4.40983573,30.26496523,2.92803405,-9.84928192,-12.77735717,11.31331955
30,M06-2X-D30,ORCA,-27.89473296,-0.22045633,27.67427663,-25.85508830,4.40983573,30.26496523,-2.03964466,-4.63029206,-2.59068860,3.61049033
30,M06-D4,Q-Chem,-26.88769661,-4.05214392,22.83555269,-25.85508830,4.40983573,30.26496523,-1.03260831,-8.46197965,-7.42941254,7.94569610
30,OLYP-D3BJ,Q-Chem,-19.15366970,-6.80074760,12.35292210,-25.85508830,4.40983573,30.26496523,6.70141860,-11.21058333,-17.91204313,14.56131323
30,wB97M-V,Q-Chem,-27.80349239,0.11907193,27.92256432,-25.85508830,4.40983573,30.26496523,-1.94840409,-4.29076380,-2.34240091,3.31658236
31,B2GP-PLYP-D4,ORCA,-16.70789182,5.39773272,22.10562454,-17.16257659,5.58146390,22.74406784,0.45468477,-0.18373118,-0.63844330,0.41108724
31,B3PW91-D4,Q-Chem,-11.64599330,7.54161148,19.18760478,-17.16257659,5.58146390,22.74406784,5.51658329,1.96014758,-3.55646306,2.75830532
31,B97M-V,Q-Chem,-12.27682051,8.63676189,20.91358240,-17.16257659,5.58146390,22.74406784,4.88575608,3.05529799,-1.83048544,2.44289172
31,M06-2X-D30,ORCA,-17.83615898,5.67908607,23.51524505,-17.16257659,5.58146390,22.74406784,-0.67358239,0.09762217,0.77117721,0.43439969
31,M06-D4,Q-Chem,-14.43704204,7.10859290,21.54563494,-17.16257659,5.58146390,22.74406784,2.72553455,1.52712900,-1.19843290,1.36278095
31,OLYP-D3BJ,Q-Chem,-4.94596512,8.87936861,13.82533373,-17.16257659,5.58146390,22.74406784,12.21661147,3.29790471,-8.91873411,6.10831941
31,wB97M-V,Q-Chem,-13.61092521,7.07044008,20.68136529,-17.16257659,5.58146390,22.74406784,3.55165138,1.48897618,-2.06270255,1.77583937
32,B2GP-PLYP-D4,ORCA,-13.95363323,6.23690516,20.19053839,-13.63762243,6.58794129,20.22558545,-0.31601080,-0.35103613,-0.03504706,0.19304159
32,B3PW91-D4,Q-Chem,-8.71559490,8.41325437,17.12884927,-13.63762243,6.58794129,20.22558545,4.92202753,1.82531308,-3.09673618,2.46102463
32,B97M-V,Q-Chem,-8.91185390,9.15145271,18.06330661,-13.63762243,6.58794129,20.22558545,4.72576853,2.56351142,-2.16227884,2.36289513
32,M06-2X-D30,ORCA,-15.03289393,6.30758191,21.34047584,-13.63762243,6.58794129,20.22558545,-1.39527150,-0.28035938,1.11489039,0.69762488
32,M06-D4,Q-Chem,-11.74642751,8.34479566,20.09122317,-13.63762243,6.58794129,20.22558545,1.89119492,1.75685437,-0.13436228,0.94560833
32,OLYP-D3BJ,Q-Chem,-2.30296564,9.23599487,11.53896051,-13.63762243,6.58794129,20.22558545,11.33465679,2.64805358,-8.68662494,5.66733926
32,wB97M-V,Q-Chem,-9.85408853,8.10879234,17.96288087,-13.63762243,6.58794129,20.22558545,3.78353390,1.52085105,-2.26270458,1.89177782
33,B2GP-PLYP-D4,ORCA,-12.15348915,7.57237751,19.72586666,-11.95080421,7.96715555,19.91797880,-0.20268494,-0.39477804,-0.19211214,0.29344509
33,B3PW91-D4,Q-Chem,-6.88094802,9.90553276,16.78648078,-11.95080421,7.96715555,19.91797880,5.06985619,1.93837721,-3.13149802,2.53493761
33,B97M-V,Q-Chem,-6.99414264,11.15694547,18.15108811,-11.95080421,7.96715555,19.91797880,4.95666157,3.18978992,-1.76689069,2.47834030
33,M06-2X-D30,ORCA,-13.83795032,7.54068214,21.37863246,-11.95080421,7.96715555,19.91797880,-1.88714611,-0.42647341,1.46065366,0.94356354
33,M06-D4,Q-Chem,-10.08490754,9.08912082,19.17402836,-11.95080421,7.96715555,19.91797880,1.86589667,1.12196527,-0.74395044,0.93295785
33,OLYP-D3BJ,Q-Chem,-0.14053672,11.40925624,11.54979296,-11.95080421,7.96715555,19.91797880,11.81026749,3.44210069,-8.36818584,5.90514326
33,wB97M-V,Q-Chem,-8.47706788,9.19128394,17.66835182,-11.95080421,7.96715555,19.91797880,3.47373633,1.22412839,-2.24962698,1.73687768
34,B2GP-PLYP-D4,ORCA,-12.91585893,7.14557885,20.06143778,-12.75544212,7.37656350,20.13202595,-0.16041681,-0.23098465,-0.07058817,0.15078641
34,B3PW91-D4,Q-Chem,-7.74323699,9.37630311,17.11954010,-12.75544212,7.37656350,20.13202595,5.01220513,1.99973961,-3.01248585,2.50611273
34,B97M-V,Q-Chem,-7.57995871,11.04915590,18.62911461,-12.75544212,7.37656350,20.13202595,5.17548341,3.67259240,-1.50291134,2.58775187
34,M06-2X-D30,ORCA,-13.82798334,7.49059931,21.31858265,-12.75544212,7.37656350,20.13202595,-1.07254122,0.11403581,1.18655670,0.65029626
34,M06-D4,Q-Chem,-10.44129417,8.71409829,19.15539246,-12.75544212,7.37656350,20.13202595,2.31414795,1.33753479,-0.97663349,1.15708414
34,OLYP-D3BJ,Q-Chem,-0.87020061,11.02539507,11.89559568,-12.75544212,7.37656350,20.13202595,11.88524151,3.64883157,-8.23643027,5.94263092
34,wB97M-V,Q-Chem,-9.10909011,8.73578358,17.84487369,-12.75544212,7.37656350,20.13202595,3.64635201,1.35922008,-2.28715226,1.82318617
35,B2GP-PLYP-D4,ORCA,-13.25687900,6.91842101,20.17530001,-12.74933420,7.28723264,20.03658717,-0.50754480,-0.36881163,0.13871284,0.25376224
35,B3PW91-D4,Q-Chem,-8.13179032,9.26087983,17.39267015,-12.74933420,7.28723264,20.03658717,4.61754388,1.97364718,-2.64391702,2.30878210
35,B97M-V,Q-Chem,-8.63866093,10.81062793,19.44928886,-12.74933420,7.28723264,20.03658717,4.11067327,3.52339528,-0.58729831,2.05534680
35,M06-2X-D30,ORCA,-14.14303163,6.89332464,21.03635627,-12.74933420,7.28723264,20.03658717,-1.39369743,-0.39390800,0.99976910,0.69683855
35,M06-D4,Q-Chem,-9.71036714,9.05188340,18.76225054,-12.74933420,7.28723264,20.03658717,3.03896706,1.76465075,-1.27433663,1.51949369
35,OLYP-D3BJ,Q-Chem,-0.98090710,10.90655412,11.88746122,-12.74933420,7.28723264,20.03658717,11.76842710,3.61932147,-8.14912595,5.88422371
35,wB97M-V,Q-Chem,-9.21952281,8.72754237,17.94706518,-12.74933420,7.28723264,20.03658717,3.52981139,1.44030973,-2.08952199,1.76491586
36,B2GP-PLYP-D4,ORCA,-17.72977347,5.91341570,23.64318917,-18.35055037,6.04442954,24.39500915,0.62077690,-0.13101384,-0.75181998,0.44141691
36,B3PW91-D4,Q-Chem,-12.91835647,7.67672450,20.59508097,-18.35055037,6.04442954,24.39500915,5.43219390,1.63229496,-3.79992818,2.71611157
36,B97M-V,Q-Chem,-12.79212566,8.53133929,21.32346495,-18.35055037,6.04442954,24.39500915,5.55842471,2.48690975,-3.07154420,2.77922698
36,M06-2X-D30,ORCA,-18.53072858,5.99160698,24.52233556,-18.35055037,6.04442954,24.39500915,-0.18017821,-0.05282256,0.12732641,0.09007448
36,M06-D4,Q-Chem,-16.25144918,7.47955154,23.73100072,-18.35055037,6.04442954,24.39500915,2.09910119,1.43512200,-0.66400843,1.04956522
36,OLYP-D3BJ,Q-Chem,-6.73213220,8.59206828,15.32420048,-18.35055037,6.04442954,24.39500915,11.61841817,2.54763874,-9.07080867,5.80922371
36,wB97M-V,Q-Chem,-14.95089658,7.29769464,22.24859122,-18.35055037,6.04442954,24.39500915,3.39965379,1.25326510,-2.14641793,1.69984151
37,B2GP-PLYP-D4,ORCA,-15.11285248,7.76884104,22.88169352,-15.61770673,8.02543836,23.64316998,0.50485425,-0.25659732,-0.76147646,0.50903689
37,B3PW91-D4,Q-Chem,-10.14473531,9.72690999,19.87164530,-15.61770673,8.02543836,23.64316998,5.47297142,1.70147163,-3.77152468,2.73649815
37,B97M-V,Q-Chem,-9.54830773,11.19971300,20.74802073,-15.61770673,8.02543836,23.64316998,6.06939900,3.17427464,-2.89514925,3.03471194
37,M06-2X-D30,ORCA,-16.19174349,8.08860844,24.28035193,-15.61770673,8.02543836,23.64316998,-0.57403676,0.06317008,0.63718195,0.35017601
37,M06-D4,Q-Chem,-14.29134738,9.12822539,23.41957277,-15.61770673,8.02543836,23.64316998,1.32635935,1.10278703,-0.22359721,0.66319212
37,OLYP-D3BJ,Q-Chem,-4.77698466,9.93195217,14.70893683,-15.61770673,8.02543836,23.64316998,10.84072207,1.90651381,-8.93423315,5.42037348
37,wB97M-V,Q-Chem,-12.16436848,9.36820598,21.53257446,-15.61770673,8.02543836,23.64316998,3.45333825,1.34276762,-2.11059552,1.72668157
38,B2GP-PLYP-D4,ORCA,10.02390550,8.13215166,-1.89175384,10.08422346,9.47431264,-0.60992690,-0.06031796,-1.34216097,-1.28182694,1.31199396
38,B3PW91-D4,Q-Chem,13.93933809,7.39081053,-6.54852756,10.08422346,9.47431264,-0.60992690,3.85511463,-2.08350211,-5.93860066,4.01105138
38,B97M-V,Q-Chem,11.72868775,5.35291018,-6.37577757,10.08422346,9.47431264,-0.60992690,1.64446429,-4.12140246,-5.76585067,4.94362656
38,M06-2X-D30,ORCA,12.55183469,9.71467529,-2.83715940,10.08422346,9.47431264,-0.60992690,2.46761123,0.24036266,-2.22723250,1.23379758
38,M06-D4,Q-Chem,14.66853631,8.53127886,-6.13725745,10.08422346,9.47431264,-0.60992690,4.58431285,-0.94303378,-5.52733055,3.23518216
38,OLYP-D3BJ,Q-Chem,14.13237068,4.16322056,-9.96915012,10.08422346,9.47431264,-0.60992690,4.04814722,-5.31109207,-9.35922322,7.33515765
38,wB97M-V,Q-Chem,12.36300536,9.13037053,-3.23263483,10.08422346,9.47431264,-0.60992690,2.27878190,-0.34394210,-2.62270793,1.48332502
39,B2GP-PLYP-D4,ORCA,1.04546406,3.50738138,2.46191732,1.19326725,3.78188169,2.58861253,-0.14780319,-0.27450031,-0.12669521,0.20059776
39,B3PW91-D4,Q-Chem,4.69306600,3.09607415,-1.59699185,1.19326725,3.78188169,2.58861253,3.49979875,-0.68580754,-4.18560438,2.43570596
39,B97M-V,Q-Chem,0.47015390,1.32991257,0.85975867,1.19326725,3.78188169,2.58861253,-0.72311335,-2.45196912,-1.72885386,2.09041149
39,M06-2X-D30,ORCA,-0.14092264,3.84493863,3.98586127,1.19326725,3.78188169,2.58861253,-1.33418989,0.06305694,1.39724874,0.73015284
39,M06-D4,Q-Chem,1.89834030,3.06496863,1.16662833,1.19326725,3.78188169,2.58861253,0.70507305,-0.71691306,-1.42198420,1.06944863
39,OLYP-D3BJ,Q-Chem,3.98441600,1.57902977,-2.40538623,1.19326725,3.78188169,2.58861253,2.79114875,-2.20285192,-4.99399876,3.59842534
39,wB97M-V,Q-Chem,0.73879812,2.90609068,2.16729256,1.19326725,3.78188169,2.58861253,-0.45446913,-0.87579101,-0.42131997,0.64855549
40,B2GP-PLYP-D4,ORCA,12.88950439,8.16523341,-4.72427098,13.76146900,9.28861903,-4.47287190,-0.87196461,-1.12338562,-0.25139908,0.68739235
40,B3PW91-D4,Q-Chem,17.12560605,7.25603586,-9.86957019,13.76146900,9.28861903,-4.47287190,3.36413705,-2.03258317,-5.39669829,3.71464073
40,B97M-V,Q-Chem,16.50619519,5.55483759,-10.95135760,13.76146900,9.28861903,-4.47287190,2.74472619,-3.73378144,-6.47848570,5.10613357
40,M06-2X-D30,ORCA,15.75014093,9.69886808,-6.05127285,13.76146900,9.28861903,-4.47287190,1.98867193,0.41024905,-1.57840095,0.99432500
40,M06-D4,Q-Chem,17.25335927,8.41331881,-8.84004046,13.76146900,9.28861903,-4.47287190,3.49189027,-0.87530022,-4.36716856,2.62123439
40,OLYP-D3BJ,Q-Chem,17.44097608,4.01132085,-13.42965523,13.76146900,9.28861903,-4.47287190,3.67950708,-5.27729818,-8.95678333,7.11704076
40,wB97M-V,Q-Chem,15.53189979,9.18506727,-6.34683252,13.76146900,9.28861903,-4.47287190,1.77043079,-0.10355176,-1.87396062,0.98875619
41,B2GP-PLYP-D4,ORCA,13.73008117,4.70102144,-9.02905973,14.37418149,6.77178901,-7.60241539,-0.64410032,-2.07076757,-1.42664434,1.74870595
41,B3PW91-D4,Q-Chem,17.69234998,3.91471940,-13.77763058,14.37418149,6.77178901,-7.60241539,3.31816849,-2.85706961,-6.17521519,4.51614240
41,B97M-V,Q-Chem,16.94773245,1.76422777,-15.18350468,14.37418149,6.77178901,-7.60241539,2.57355096,-5.00756124,-7.58108929,6.29432526
41,M06-2X-D30,ORCA,16.23209578,7.05202251,-9.18007327,14.37418149,6.77178901,-7.60241539,1.85791429,0.28023350,-1.57765788,0.92894569
41,M06-D4,Q-Chem,17.55143531,4.26966261,-13.28177270,14.37418149,6.77178901,-7.60241539,3.17725382,-2.50212640,-5.67935731,4.09074185
41,OLYP-D3BJ,Q-Chem,17.92406270,-0.56563449,-18.48969719,14.37418149,6.77178901,-7.60241539,3.54988121,-7.33742350,-10.88728180,9.11235265
41,wB97M-V,Q-Chem,16.27659600,6.95497984,-9.32161616,14.37418149,6.77178901,-7.60241539,1.90241451,0.18319083,-1.71920077,0.95119580
42,B2GP-PLYP-D4,ORCA,-21.28400525,8.41594397,29.69994922,-19.75293292,9.18336193,28.93632632,-1.53107233,-0.76741796,0.76362290,0.76552043
42,B3PW91-D4,Q-Chem,-22.14792922,4.45706181,26.60499103,-19.75293292,9.18336193,28.93632632,-2.39499630,-4.72630012,-2.33133529,3.52881770
42,B97M-V,Q-Chem,-19.30627649,5.22681190,24.53308839,-19.75293292,9.18336193,28.93632632,0.44665643,-3.95655003,-4.40323793,4.17989398
42,M06-2X-D30,ORCA,-23.14347930,7.32478500,30.46826430,-19.75293292,9.18336193,28.93632632,-3.39054638,-1.85857693,1.53193798,1.69525745
42,M06-D4,Q-Chem,-20.75511549,4.73506099,25.49017648,-19.75293292,9.18336193,28.93632632,-1.00218257,-4.44830094,-3.44614984,3.94722539
42,OLYP-D3BJ,Q-Chem,-19.81933146,2.56845210,22.38778356,-19.75293292,9.18336193,28.93632632,-0.06639854,-6.61490983,-6.54854276,6.58172629
42,wB97M-V,Q-Chem,-20.62882242,9.41347708,30.04229950,-19.75293292,9.18336193,28.93632632,-0.87588950,0.23011515,1.10597318,0.66804417
43,B2GP-PLYP-D4,ORCA,-23.18968565,7.58172901,30.77141466,-21.22682342,7.52090931,28.74776656,-1.96286223,0.06081970,2.02364810,1.04223390
43,B3PW91-D4,Q-Chem,-18.83221013,8.16223306,26.99444319,-21.22682342,7.52090931,28.74776656,2.39461329,0.64132375,-1.75332337,1.19732356
43,B97M-V,Q-Chem,-20.09724713,7.37150326,27.46875039,-21.22682342,7.52090931,28.74776656,1.12957629,-0.14940605,-1.27901617,0.71421111
43,M06-2X-D30,ORCA,-22.02750204,8.54288772,30.57038976,-21.22682342,7.52090931,28.74776656,-0.80067862,1.02197841,1.82262320,1.42230081
43,M06-D4,Q-Chem,-20.14160113,8.29998263,28.44158376,-21.22682342,7.52090931,28.74776656,1.08522229,0.77907332,-0.30618280,0.54262806
43,OLYP-D3BJ,Q-Chem,-15.77435728,7.52758363,23.30194091,-21.22682342,7.52090931,28.74776656,5.45246614,0.00667432,-5.44582565,2.72624999
43,wB97M-V,Q-Chem,-20.29713746,8.72948653,29.02662399,-21.22682342,7.52090931,28.74776656,0.92968596,1.20857722,0.27885743,0.74371733
44,B2GP-PLYP-D4,ORCA,-17.08208136,1.95518199,19.03726335,-17.02782678,1.71160545,18.73945936,-0.05425458,0.24357654,0.29780399,0.27069027
44,B3PW91-D4,Q-Chem,-12.69399761,1.55690748,14.25090509,-17.02782678,1.71160545,18.73945936,4.33382917,-0.15469797,-4.48855427,2.32162612
44,B97M-V,Q-Chem,-13.96694688,1.11496453,15.08191141,-17.02782678,1.71160545,18.73945936,3.06087990,-0.59664092,-3.65754795,2.12709443
44,M06-2X-D30,ORCA,-15.23539708,1.99220759,17.22760467,-17.02782678,1.71160545,18.73945936,1.79242970,0.28060214,-1.51185469,0.89622842
44,M06-D4,Q-Chem,-15.62009028,-0.63086373,14.98922655,-17.02782678,1.71160545,18.73945936,1.40773650,-2.34246918,-3.75023281,3.04635099
44,OLYP-D3BJ,Q-Chem,-8.93617002,1.04341941,9.97958943,-17.02782678,1.71160545,18.73945936,8.09165676,-0.66818604,-8.75986993,4.71402798
44,wB97M-V,Q-Chem,-14.68621414,1.98587894,16.67209308,-17.02782678,1.71160545,18.73945936,2.34161264,0.27427349,-2.06736628,1.17081989
45,B2GP-PLYP-D4,ORCA,-11.97487619,11.15015234,23.12502853,-12.27883239,11.51278688,23.79163884,0.30395620,-0.36263454,-0.66661031,0.51462243
45,B3PW91-D4,Q-Chem,-9.49953393,11.12165157,20.62118550,-12.27883239,11.51278688,23.79163884,2.77929846,-0.39113531,-3.17045334,1.78079432
45,B97M-V,Q-Chem,-11.35061184,10.12682268,21.47743452,-12.27883239,11.51278688,23.79163884,0.92822055,-1.38596420,-2.31420432,1.85008426
45,M06-2X-D30,ORCA,-12.51183170,11.78284938,24.29468108,-12.27883239,11.51278688,23.79163884,-0.23299931,0.27006250,0.50304224,0.38655237
45,M06-D4,Q-Chem,-11.93993889,10.89108877,22.83102766,-12.27883239,11.51278688,23.79163884,0.33889350,-0.62169811,-0.96061118,0.79115465
45,OLYP-D3BJ,Q-Chem,-9.51572970,9.07490477,18.59063447,-12.27883239,11.51278688,23.79163884,2.76310269,-2.43788211,-5.20100437,3.81944324
45,wB97M-V,Q-Chem,-10.48985562,12.43052506,22.92038068,-12.27883239,11.51278688,23.79163884,1.78897677,0.91773818,-0.87125816,0.89449817
46,B2GP-PLYP-D4,ORCA,-30.86070429,0.43866297,31.29936726,-30.02526600,0.36799971,30.39331356,-0.83543829,0.07066326,0.90605370,0.48835848
46,B3PW91-D4,Q-Chem,-26.85109536,0.19537352,27.04646888,-30.02526600,0.36799971,30.39331356,3.17417064,-0.17262619,-3.34684468,1.75973543
46,B97M-V,Q-Chem,-29.26811016,-0.85699098,28.41111918,-30.02526600,0.36799971,30.39331356,0.75715584,-1.22499069,-1.98219438,1.60359253
46,M06-2X-D30,ORCA,-28.77823279,0.61692609,29.39515888,-30.02526600,0.36799971,30.39331356,1.24703321,0.24892638,-0.99815468,0.62354053
46,M06-D4,Q-Chem,-28.47220823,-0.64978339,27.82242484,-30.02526600,0.36799971,30.39331356,1.55305777,-1.01778310,-2.57088872,1.79433591
46,OLYP-D3BJ,Q-Chem,-23.12041948,-0.36987161,22.75054787,-30.02526600,0.36799971,30.39331356,6.90484652,-0.73787132,-7.64276569,4.19031850
46,wB97M-V,Q-Chem,-28.50051733,0.54146854,29.04198587,-30.02526600,0.36799971,30.39331356,1.52474867,0.17346883,-1.35132769,0.76239826
47,B2GP-PLYP-D4,ORCA,-3.29730059,11.76696830,15.06426889,-3.88446829,11.54783907,15.43231355,0.58716770,0.21912923,-0.36804466,0.29358695
47,B3PW91-D4,Q-Chem,4.14271851,14.16618629,10.02346778,-3.88446829,11.54783907,15.43231355,8.02718680,2.61834722,-5.40884577,4.01359650
47,B97M-V,Q-Chem,2.95457069,13.03191229,10.07734160,-3.88446829,11.54783907,15.43231355,6.83903898,1.48407322,-5.35497195,3.41952258
47,M06-2X-D30,ORCA,-2.61228885,11.78438225,14.39667110,-3.88446829,11.54783907,15.43231355,1.27217944,0.23654318,-1.03564245,0.63609281
47,M06-D4,Q-Chem,-0.93642501,10.92345289,11.85987790,-3.88446829,11.54783907,15.43231355,2.94804328,-0.62438618,-3.57243565,2.09841091
47,OLYP-D3BJ,Q-Chem,8.10003263,13.62930974,5.52927711,-3.88446829,11.54783907,15.43231355,11.98450092,2.08147067,-9.90303644,5.99225355
47,wB97M-V,Q-Chem,-0.31295066,12.65331247,12.96626313,-3.88446829,11.54783907,15.43231355,3.57151763,1.10547340,-2.46605042,1.78576191
48,B2GP-PLYP-D4,ORCA,-28.36620487,1.52086301,29.88706788,-27.95446284,1.37785235,29.33235973,-0.41174203,0.14301066,0.55470815,0.34885941
48,B3PW91-D4,Q-Chem,-23.77494383,1.76700996,25.54195379,-27.95446284,1.37785235,29.33235973,4.17951901,0.38915761,-3.79040594,2.08978178
48,B97M-V,Q-Chem,-26.36206340,0.62061398,26.98267738,-27.95446284,1.37785235,29.33235973,1.59239944,-0.75723837,-2.34968235,1.55346036
48,M06-2X-D30,ORCA,-26.53424715,1.92478660,28.45903375,-27.95446284,1.37785235,29.33235973,1.42021569,0.54693425,-0.87332598,0.71013012
48,M06-D4,Q-Chem,-26.44801752,0.68753919,27.13555671,-27.95446284,1.37785235,29.33235973,1.50644532,-0.69031316,-2.19680302,1.44355809
48,OLYP-D3BJ,Q-Chem,-21.52606599,0.62556874,22.15163473,-27.95446284,1.37785235,29.33235973,6.42839685,-0.75228361,-7.18072500,3.96650430
48,wB97M-V,Q-Chem,-25.82179743,2.16280712,27.98460455,-27.95446284,1.37785235,29.33235973,2.13266541,0.78495477,-1.34775518,1.06635498
49,B2GP-PLYP-D4,ORCA,-47.22408664,6.57626929,53.80035593,-53.27066903,5.76958981,59.04034374,6.04658239,0.80667948,-5.23998781,3.02333364
49,B3PW91-D4,Q-Chem,-39.11273836,4.69661913,43.80935749,-53.27066903,5.76958981,59.04034374,14.15793067,-1.07297068,-15.23098625,8.15197847
49,B97M-V,Q-Chem,-42.91373671,3.25145554,46.16519225,-53.27066903,5.76958981,59.04034374,10.35693232,-2.51813427,-12.87515149,7.69664288
