species,functional,program,energy_hartree,wall_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
44-TS,B2GP-PLYP-D4,ORCA,-304.568077696737,57.301,458.408,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/44-TS_B2GP-PLYP-D4.out
45-P1,B2GP-PLYP-D4,ORCA,-422.432132773285,164.26,1314.08,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/45-P1_B2GP-PLYP-D4.out
45-R1,B2GP-PLYP-D4,ORCA,-422.413049594166,155.601,1244.808,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/45-R1_B2GP-PLYP-D4.out
45-TS,B2GP-PLYP-D4,ORCA,-422.395280696094,166.144,1329.152,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/45-TS_B2GP-PLYP-D4.out
46-P1,B2GP-PLYP-D4,ORCA,-312.986016891181,94.45,755.6,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/46-P1_B2GP-PLYP-D4.out
46-TS,B2GP-PLYP-D4,ORCA,-422.431433719372,167.725,1341.8,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/46-TS_B2GP-PLYP-D4.out
47-P1,B2GP-PLYP-D4,ORCA,-309.361707464657,62.008,496.064,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/47-P1_B2GP-PLYP-D4.out
47-R1,B2GP-PLYP-D4,ORCA,-418.851748424701,105.564,844.512,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/47-R1_B2GP-PLYP-D4.out
47-TS,B2GP-PLYP-D4,ORCA,-418.83299656788,104.698,837.584,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/47-TS_B2GP-PLYP-D4.out
48-P1,B2GP-PLYP-D4,ORCA,-951.104440374436,616.843,4934.744,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/48-P1_B2GP-PLYP-D4.out
48-R1,B2GP-PLYP-D4,ORCA,-1060.554531494229,885.503,7084.024,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/48-R1_B2GP-PLYP-D4.out
48-TS,B2GP-PLYP-D4,ORCA,-1060.552107844853,804.795,6438.36,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/48-TS_B2GP-PLYP-D4.out
49-P1,B2GP-PLYP-D4,ORCA,-477.037573554676,108.434,867.472,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/49-P1_B2GP-PLYP-D4.out
49-R1,B2GP-PLYP-D4,ORCA,-586.457612728226,146.719,1173.752,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/49-R1_B2GP-PLYP-D4.out
49-TS,B2GP-PLYP-D4,ORCA,-586.447132776453,157.449,1259.592,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/49-TS_B2GP-PLYP-D4.out
5-P1,B2GP-PLYP-D4,ORCA,-439.88724035137,231.829,927.316,estimated_from_wall_time_and_nprocs,4,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/5-P1_B2GP-PLYP-D4.out
5-R1,B2GP-PLYP-D4,ORCA,-170.745636568538,18.085,72.34,estimated_from_wall_time_and_nprocs,4,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/5-R1_B2GP-PLYP-D4.out
5-R2,B2GP-PLYP-D4,ORCA,-269.096415724918,84.822,339.288,estimated_from_wall_time_and_nprocs,4,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/5-R2_B2GP-PLYP-D4.out
5-TS,B2GP-PLYP-D4,ORCA,-439.854854376794,278.243,1112.972,estimated_from_wall_time_and_nprocs,4,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/5-TS_B2GP-PLYP-D4.out
50-R1,B2GP-PLYP-D4,ORCA,-644.731893813386,137.87,1102.96,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/50-R1_B2GP-PLYP-D4.out
50-R2,B2GP-PLYP-D4,ORCA,-415.78447514624,29.76,238.08,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/50-R2_B2GP-PLYP-D4.out
50-TS,B2GP-PLYP-D4,ORCA,-1060.514992382735,710.288,5682.304,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/50-TS_B2GP-PLYP-D4.out
6-P1,B2GP-PLYP-D4,ORCA,-439.91173477039,272.568,1090.272,estimated_from_wall_time_and_nprocs,4,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/6-P1_B2GP-PLYP-D4.out
6-TS,B2GP-PLYP-D4,ORCA,-439.846966763536,275.02,1100.08,estimated_from_wall_time_and_nprocs,4,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/6-TS_B2GP-PLYP-D4.out
7-P1,B2GP-PLYP-D4,ORCA,-615.723062940684,287.725,2301.8,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/7-P1_B2GP-PLYP-D4.out
7-R1,B2GP-PLYP-D4,ORCA,-615.701108580214,299.74,2397.92,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/7-R1_B2GP-PLYP-D4.out
7-TS,B2GP-PLYP-D4,ORCA,-615.691255365611,281.845,2254.76,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/7-TS_B2GP-PLYP-D4.out
8-P1,B2GP-PLYP-D4,ORCA,-1115.239591917806,45.588,364.704,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/8-P1_B2GP-PLYP-D4.out
8-R1,B2GP-PLYP-D4,ORCA,-157.121745308871,11.624,92.992,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/8-R1_B2GP-PLYP-D4.out
8-R2,B2GP-PLYP-D4,ORCA,-958.062632333522,4.421,35.368,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/8-R2_B2GP-PLYP-D4.out
8-TS,B2GP-PLYP-D4,ORCA,-1115.186002759402,49.26,394.08,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/8-TS_B2GP-PLYP-D4.out
9-P1,B2GP-PLYP-D4,ORCA,-614.536170701189,250.852,2006.816,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/9-P1_B2GP-PLYP-D4.out
9-R1,B2GP-PLYP-D4,ORCA,-614.529886202826,237.186,1897.488,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/9-R1_B2GP-PLYP-D4.out
9-TS,B2GP-PLYP-D4,ORCA,-614.509076358931,272.615,2180.92,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/B2GP-PLYP-D4/9-TS_B2GP-PLYP-D4.out
1-P1,B3PW91-D4,Q-Chem,-616.8817355287,654.15,18786.26,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/1-P1_B3PW91-D4.out
1-R1,B3PW91-D4,Q-Chem,-616.8828543992,694.7,19911.01,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/1-R1_B3PW91-D4.out
1-TS,B3PW91-D4,Q-Chem,-616.8691813735,782.36,22149.07,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/1-TS_B3PW91-D4.out
10-P1,B3PW91-D4,Q-Chem,-153.1973282277,6.39,171.2,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/10-P1_B3PW91-D4.out
10-P2,B3PW91-D4,Q-Chem,-39.8465160721,19.78,49.5,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/10-P2_B3PW91-D4.out
10-R1,B3PW91-D4,Q-Chem,-193.0611258249,108.45,563.64,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/10-R1_B3PW91-D4.out
10-TS,B3PW91-D4,Q-Chem,-193.0335364422,23.7,653.1,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/10-TS_B3PW91-D4.out
11-P1,B3PW91-D4,Q-Chem,-344.9522421226,77.18,2301.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/11-P1_B3PW91-D4.out
11-P2,B3PW91-D4,Q-Chem,-203.4584158532,11.67,268.28,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/11-P2_B3PW91-D4.out
11-R1,B3PW91-D4,Q-Chem,-548.4217494427,388.59,11215.1,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/11-R1_B3PW91-D4.out
11-TS,B3PW91-D4,Q-Chem,-548.403610768,267.72,7706.8,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/11-TS_B3PW91-D4.out
12-P1,B3PW91-D4,Q-Chem,-803.701260785,336.25,9450.96,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/12-P1_B3PW91-D4.out
12-R1,B3PW91-D4,Q-Chem,-646.3878907653,66.42,2005.76,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/12-R1_B3PW91-D4.out
12-R2,B3PW91-D4,Q-Chem,-157.2501491699,28.88,778.07,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/12-R2_B3PW91-D4.out
12-TS,B3PW91-D4,Q-Chem,-803.6436032799,289.52,8172.54,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/12-TS_B3PW91-D4.out
13-P1,B3PW91-D4,Q-Chem,-456.1727240486,168.51,4963.34,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/13-P1_B3PW91-D4.out
13-R1,B3PW91-D4,Q-Chem,-193.0611239356,28.39,868.54,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/13-R1_B3PW91-D4.out
13-R2,B3PW91-D4,Q-Chem,-263.0765400528,20.82,634.87,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/13-R2_B3PW91-D4.out
13-TS,B3PW91-D4,Q-Chem,-456.1372356176,158.69,4705.66,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/13-TS_B3PW91-D4.out
14-P1,B3PW91-D4,Q-Chem,-388.4477166537,234.65,5043.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/14-P1_B3PW91-D4.out
14-R1,B3PW91-D4,Q-Chem,-193.0541295702,21.32,633.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/14-R1_B3PW91-D4.out
14-R2,B3PW91-D4,Q-Chem,-195.3178944065,32.21,893.68,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/14-R2_B3PW91-D4.out
14-TS,B3PW91-D4,Q-Chem,-388.401891975,193.64,5375.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/14-TS_B3PW91-D4.out
15-P1,B3PW91-D4,Q-Chem,-385.0477393609,128.53,3690.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/15-P1_B3PW91-D4.out
15-R1,B3PW91-D4,Q-Chem,-306.4373420572,41.0,1212.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/15-R1_B3PW91-D4.out
15-R2,B3PW91-D4,Q-Chem,-78.5976640417,3.45,83.51,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/15-R2_B3PW91-D4.out
15-TS,B3PW91-D4,Q-Chem,-384.9992052424,119.86,3294.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/15-TS_B3PW91-D4.out
16-P1,B3PW91-D4,Q-Chem,-460.2658526018,144.86,3999.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/16-P1_B3PW91-D4.out
16-R1,B3PW91-D4,Q-Chem,-381.6565134622,81.95,2070.03,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/16-R1_B3PW91-D4.out
16-TS,B3PW91-D4,Q-Chem,-460.227716469,140.46,3752.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/16-TS_B3PW91-D4.out
17-P1,B3PW91-D4,Q-Chem,-647.6657364494,227.47,6645.48,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/17-P1_B3PW91-D4.out
17-R2,B3PW91-D4,Q-Chem,-341.2077064565,22.73,694.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/17-R2_B3PW91-D4.out
17-TS,B3PW91-D4,Q-Chem,-647.6356944046,307.39,9036.29,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/17-TS_B3PW91-D4.out
18-P1,B3PW91-D4,Q-Chem,-555.3587449291,46.9,1353.73,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/18-P1_B3PW91-D4.out
18-R1,B3PW91-D4,Q-Chem,-398.091065006,2.47,36.17,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/18-R1_B3PW91-D4.out
18-TS,B3PW91-D4,Q-Chem,-555.3462258507,48.57,1378.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/18-TS_B3PW91-D4.out
19-P1,B3PW91-D4,Q-Chem,-554.1113595678,36.65,1046.39,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/19-P1_B3PW91-D4.out
19-R2,B3PW91-D4,Q-Chem,-156.0096597796,14.22,425.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/19-R2_B3PW91-D4.out
19-TS,B3PW91-D4,Q-Chem,-554.1028950071,38.07,1098.09,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/19-TS_B3PW91-D4.out
2-P1,B3PW91-D4,Q-Chem,-616.9053794961,645.12,18395.4,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/2-P1_B3PW91-D4.out
2-TS,B3PW91-D4,Q-Chem,-616.8789090934,634.94,18056.54,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/2-TS_B3PW91-D4.out
20-P1,B3PW91-D4,Q-Chem,-780.2764878109,106.07,3152.27,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/20-P1_B3PW91-D4.out
20-P2,B3PW91-D4,Q-Chem,-231.5828461551,39.54,1178.9,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/20-P2_B3PW91-D4.out
20-R1,B3PW91-D4,Q-Chem,-1011.8652903606,504.06,14090.24,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/20-R1_B3PW91-D4.out
20-TS,B3PW91-D4,Q-Chem,-1011.8545437304,482.34,13939.89,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/20-TS_B3PW91-D4.out
21-P1,B3PW91-D4,Q-Chem,-914.643438288,336.51,9759.19,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/21-P1_B3PW91-D4.out
21-R1,B3PW91-D4,Q-Chem,-914.6302613808,421.43,12496.63,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/21-R1_B3PW91-D4.out
21-TS,B3PW91-D4,Q-Chem,-914.6198284719,369.13,10688.23,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/21-TS_b3Pw91-D4.out
22-P1,B3PW91-D4,Q-Chem,-595.3141302565,511.99,14547.39,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/22-P1_B3PW91-D4.out
22-R1,B3PW91-D4,Q-Chem,-595.2951413819,505.34,14365.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/22-R1_B3PW91-D4.out
22-TS,B3PW91-D4,Q-Chem,-595.2840476521,551.06,15617.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/22-TS_B3PW91-D4.out
23-P1,B3PW91-D4,Q-Chem,-311.0293652585,113.04,3169.34,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/23-P1_B3PW91-D4.out
23-R1,B3PW91-D4,Q-Chem,-311.0223392382,111.65,2932.23,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/23-R1_B3PW91-D4.out
23-TS,B3PW91-D4,Q-Chem,-311.0147798818,116.08,3231.64,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/23-TS_B3PW91-D4.out
24-P1,B3PW91-D4,Q-Chem,-463.4879931323,140.08,4106.89,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/24-P1_B3PW91-D4.out
24-R1,B3PW91-D4,Q-Chem,-463.4726765933,158.24,4847.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/24-R1_B3PW91-D4.out
24-TS,B3PW91-D4,Q-Chem,-463.4714372167,151.38,4686.51,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/24-TS_B3PW91-D4.out
25-P1,B3PW91-D4,Q-Chem,-385.5066317559,263.39,7820.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/25-P1_B3PW91-D4.out
25-P2,B3PW91-D4,Q-Chem,-39.8465163628,3.37,89.44,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/25-P2_B3PW91-D4.out
25-R1,B3PW91-D4,Q-Chem,-384.8288718157,337.23,9438.63,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/25-R1_B3PW91-D4.out
25-R2,B3PW91-D4,Q-Chem,-40.5263823629,4.19,100.38,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/25-R2_B3PW91-D4.out
25-TS,B3PW91-D4,Q-Chem,-425.3387991474,429.88,12261.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/25-TS_B3PW91-D4.out
26-P2,B3PW91-D4,Q-Chem,-115.0665084607,6.52,190.45,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/26-P2_B3Pw91-D4.out
26-R2,B3PW91-D4,Q-Chem,-115.7423321189,8.05,223.53,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/26-R2_B3PW91-D4.out
26-TS,B3PW91-D4,Q-Chem,-500.565278417,556.45,16612.66,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/26-TS_B3PW91-D4.out
27-P1,B3PW91-D4,Q-Chem,-75.7436361293,5.05,47.45,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/27-P1_B3PW91-D4.out
27-P2,B3PW91-D4,Q-Chem,-549.2196956312,15.95,113.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/27-P2_B3PW91-D4.out
27-R1,B3PW91-D4,Q-Chem,-548.5315489079,3.23,81.09,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/27-R1_B3PW91-D4.out
27-R2,B3PW91-D4,Q-Chem,-76.442878552,6.77,30.69,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/27-R2_B3PW91-D4.out
27-TS,B3PW91-D4,Q-Chem,-624.968019586,11.64,354.17,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/27-TS_B3PW91-D4.out
28-R1,B3PW91-D4,Q-Chem,-40.526382413,3.13,43.75,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/28-R1_B3PW91-D4.out
28-TS,B3PW91-D4,Q-Chem,-589.0534783438,19.27,554.21,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/28-TS_B3PW91-d4.out
29-P1,B3PW91-D4,Q-Chem,-157.8242146642,30.36,815.56,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/29-P1_B3PW91-D4.out
29-R1,B3PW91-D4,Q-Chem,-158.486268977,37.4,1028.75,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/29-R1_B3PW91-D4.out
29-TS,B3PW91-D4,Q-Chem,-707.0220210962,103.46,2920.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/29-TS_B3PW91-D4.out
3-P1,B3PW91-D4,Q-Chem,-834.2434096374,357.2,10075.46,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/3-P1_B3PW91-D4.out
3-R1,B3PW91-D4,Q-Chem,-834.2288737516,266.45,7802.56,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/3-R1_B3PW91-D4.out
3-TS,B3PW91-D4,Q-Chem,-834.2113498178,349.79,10276.13,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/3-TS_B3PW91-D4.out
30-P1,B3PW91-D4,Q-Chem,-117.2746445756,9.45,276.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/30-P1_B3PW91-D4.out
30-R1,B3PW91-D4,Q-Chem,-117.9236727151,10.86,328.24,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/30-R1_B3PW91-D4.out
30-TS,B3PW91-D4,Q-Chem,-666.4606486666,45.26,1324.92,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/30-TS_B3PW91-D4.out
31-P1,B3PW91-D4,Q-Chem,-754.2422515969,324.61,9201.3,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/31-P1_B3PW91-D4.out
31-R1,B3PW91-D4,Q-Chem,-754.223692526,470.96,12984.22,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/31-R1_B3PW91-D4.out
31-TS,B3PW91-D4,Q-Chem,-754.2116742036,341.27,9652.78,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/31-TS_B3PW91-D4.out
32-P1,B3PW91-D4,Q-Chem,-562.4694705361,96.54,2598.35,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/32-P1_B3PW91-D4.out
32-R1,B3PW91-D4,Q-Chem,-562.4555813521,105.79,2942.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/32-R1_B3PW91-D4.out
32-TS,B3PW91-D4,Q-Chem,-562.4421739784,115.77,3283.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/32-TS_B3PW91-D4.out
33-P1,B3PW91-D4,Q-Chem,-679.1906718671,250.56,7032.41,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/33-P1_B3PW91-D4.out
33-R1,B3PW91-D4,Q-Chem,-679.1797063789,264.93,7367.58,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/33-R1_B3PW91-D4.out
33-TS,B3PW91-D4,Q-Chem,-679.1639209083,247.04,6832.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/33-TS_B3PW91-D4.out
34-P1,B3PW91-D4,Q-Chem,-1140.022841159,288.02,8103.82,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/34-P1_B3PW91-D4.out
34-R1,B3PW91-D4,Q-Chem,-1140.0105015259,354.26,9909.39,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/34-R1_B3PW91-D4.out
34-TS,B3PW91-D4,Q-Chem,-1139.9955594364,330.91,9301.77,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/34-TS_B3PW91-D4.out
35-P1,B3PW91-D4,Q-Chem,-3254.0561476765,345.75,9606.46,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/35-P1_B3PW91-D4.out
35-R1,B3PW91-D4,Q-Chem,-3254.0431888443,456.9,12973.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/35-R1_B3PW91-D4.out
35-TS,B3PW91-D4,Q-Chem,-3254.0284306935,304.23,8676.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/35-TS_B3PW91-D4.out
36-P1,B3PW91-D4,Q-Chem,-1074.9974595218,146.33,4313.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/36-P1_B3PW91-D4.out
36-R1,B3PW91-D4,Q-Chem,-1074.9768728112,182.23,5579.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/36-R1_B3PW91-D4.out
36-TS,B3PW91-D4,Q-Chem,-1074.9646391725,128.73,3764.67,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/36-TS_B3PW91-D4.out
37-P1,B3PW91-D4,Q-Chem,-752.0184231185,110.57,3449.99,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/37-P1_B3PW91-D4.out
37-R1,B3PW91-D4,Q-Chem,-752.0022564544,112.49,3430.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/37-R1_B3PW91-D4.out
37-TS,B3PW91-D4,Q-Chem,-751.9867556373,117.07,3584.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/37-TS_B3PW91-D4.out
38-P1,B3PW91-D4,Q-Chem,-348.3661476404,132.58,3846.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/38-P1_B3PW91-D4.out
38-P2,B3PW91-D4,Q-Chem,-460.1252410041,14.66,31.5,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/38-P2_B3PW91-D4.out
38-R1,B3PW91-D4,Q-Chem,-808.5136023928,177.02,5111.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/38-R1_B3PW91-D4.out
38-TS,B3PW91-D4,Q-Chem,-808.501824387,213.6,6231.38,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/38-TS_B3PW91-D4.out
39-P2,B3PW91-D4,Q-Chem,-2574.1760310588,2.25,45.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/39-P2_B3PW91-D4.out
39-R1,B3PW91-D4,Q-Chem,-2922.5496575756,212.45,5526.53,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/39-R1_B3PW91-D4.out
39-TS,B3PW91-D4,Q-Chem,-2922.5447236676,198.63,5343.99,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/39-TS_B3PW91-D4.out
4-P1,B3PW91-D4,Q-Chem,-834.2521213001,286.6,8141.71,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/4-P1_B3PW91-D4.out
4-TS,B3PW91-D4,Q-Chem,-834.2071528804,310.66,9067.46,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/4-TS_B3PW91-D4.out
40-P1,B3PW91-D4,Q-Chem,-462.8998478055,233.16,6553.92,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/40-P1_B3PW91-D4.out
40-R1,B3PW91-D4,Q-Chem,-923.0523801989,435.05,7422.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/40-R1_B3PW91-D4.out
