species,functional,program,energy_hartree,wall_time_seconds,gpu_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
7-P1,allscaip-md-direct-all-omol,ASE,-616.019474785728,,0.01879387,,,,True,structures/reference/7-P1.xyz
7-R1,allscaip-md-direct-all-omol,ASE,-615.993919907279,,0.01883787,,,,True,structures/reference/7-R1.xyz
7-TS,allscaip-md-direct-all-omol,ASE,-615.981608742761,,0.01883994,,,,True,structures/reference/7-TS.xyz
8-P1,allscaip-md-direct-all-omol,ASE,-1115.590217032210,,0.01884315,,,,True,structures/reference/8-P1.xyz
8-R1,allscaip-md-direct-all-omol,ASE,-157.181767946977,,0.01894826,,,,True,structures/reference/8-R1.xyz
8-R2,allscaip-md-direct-all-omol,ASE,-958.352180731377,,0.01876113,,,,True,structures/reference/8-R2.xyz
8-TS,allscaip-md-direct-all-omol,ASE,-1115.533176794813,,0.01886829,,,,True,structures/reference/8-TS.xyz
9-P1,allscaip-md-direct-all-omol,ASE,-614.845862164970,,0.01876009,,,,True,structures/reference/9-P1.xyz
9-R1,allscaip-md-direct-all-omol,ASE,-614.832289868972,,0.01878346,,,,True,structures/reference/9-R1.xyz
9-TS,allscaip-md-direct-all-omol,ASE,-614.813485471745,,0.01886926,,,,True,structures/reference/9-TS.xyz
1-P1,esen-md-direct-all-omol,ASE,-616.784208103846,,0.02621213,,,,True,structures/reference/1-P1.xyz
1-R1,esen-md-direct-all-omol,ASE,-616.784485870677,,0.02623922,,,,True,structures/reference/1-R1.xyz
1-TS,esen-md-direct-all-omol,ASE,-616.768292884980,,0.02606100,,,,True,structures/reference/1-TS.xyz
10-P1,esen-md-direct-all-omol,ASE,-153.182487004773,,0.02912365,,,,True,structures/reference/10-P1.xyz
10-P2,esen-md-direct-all-omol,ASE,-39.818587404547,,0.02597116,,,,True,structures/reference/10-P2.xyz
10-R1,esen-md-direct-all-omol,ASE,-193.017529590862,,0.02572965,,,,True,structures/reference/10-R1.xyz
10-TS,esen-md-direct-all-omol,ASE,-192.988101487934,,0.02518043,,,,True,structures/reference/10-TS.xyz
11-P1,esen-md-direct-all-omol,ASE,-344.924844500813,,0.02541448,,,,True,structures/reference/11-P1.xyz
11-P2,esen-md-direct-all-omol,ASE,-203.450248493160,,0.02516985,,,,True,structures/reference/11-P2.xyz
11-R1,esen-md-direct-all-omol,ASE,-548.381076033962,,0.02645364,,,,True,structures/reference/11-R1.xyz
11-TS,esen-md-direct-all-omol,ASE,-548.363468901155,,0.02741790,,,,True,structures/reference/11-TS.xyz
12-P1,esen-md-direct-all-omol,ASE,-803.593853915821,,0.02620951,,,,True,structures/reference/12-P1.xyz
12-R1,esen-md-direct-all-omol,ASE,-646.347830775915,,0.02590314,,,,True,structures/reference/12-R1.xyz
12-R2,esen-md-direct-all-omol,ASE,-157.185305903739,,0.02577053,,,,True,structures/reference/12-R2.xyz
12-TS,esen-md-direct-all-omol,ASE,-803.536048008899,,0.02574529,,,,True,structures/reference/12-TS.xyz
13-P1,esen-md-direct-all-omol,ASE,-456.137869068944,,0.02591403,,,,True,structures/reference/13-P1.xyz
13-R2,esen-md-direct-all-omol,ASE,-263.087394782160,,0.02578771,,,,True,structures/reference/13-R2.xyz
13-TS,esen-md-direct-all-omol,ASE,-456.086076038720,,0.02587403,,,,True,structures/reference/13-TS.xyz
14-P1,esen-md-direct-all-omol,ASE,-388.337191242502,,0.02830121,,,,True,structures/reference/14-P1.xyz
14-R1,esen-md-direct-all-omol,ASE,-193.009139495370,,0.02524140,,,,True,structures/reference/14-R1.xyz
14-R2,esen-md-direct-all-omol,ASE,-195.254068784261,,0.02563386,,,,True,structures/reference/14-R2.xyz
14-TS,esen-md-direct-all-omol,ASE,-388.286596358186,,0.02565601,,,,True,structures/reference/14-TS.xyz
15-P1,esen-md-direct-all-omol,ASE,-384.980794709408,,0.02564110,,,,True,structures/reference/15-P1.xyz
15-R1,esen-md-direct-all-omol,ASE,-306.394685706901,,0.02546576,,,,True,structures/reference/15-R1.xyz
15-R2,esen-md-direct-all-omol,ASE,-78.566532940254,,0.02519268,,,,True,structures/reference/15-R2.xyz
15-TS,esen-md-direct-all-omol,ASE,-384.926823701476,,0.02589422,,,,True,structures/reference/15-TS.xyz
16-P1,esen-md-direct-all-omol,ASE,-460.209578538301,,0.02878478,,,,True,structures/reference/16-P1.xyz
16-R1,esen-md-direct-all-omol,ASE,-381.630139732088,,0.02582287,,,,True,structures/reference/16-R1.xyz
16-TS,esen-md-direct-all-omol,ASE,-460.163971979268,,0.02552722,,,,True,structures/reference/16-TS.xyz
17-P1,esen-md-direct-all-omol,ASE,-647.650877697671,,0.02577946,,,,True,structures/reference/17-P1.xyz
17-R2,esen-md-direct-all-omol,ASE,-341.224723427936,,0.02546255,,,,True,structures/reference/17-R2.xyz
17-TS,esen-md-direct-all-omol,ASE,-647.610703617463,,0.02581583,,,,True,structures/reference/17-TS.xyz
18-P1,esen-md-direct-all-omol,ASE,-555.289289605127,,0.02536113,,,,True,structures/reference/18-P1.xyz
18-R1,esen-md-direct-all-omol,ASE,-398.091518469025,,0.00122203,,,,True,structures/reference/18-R1.xyz
18-TS,esen-md-direct-all-omol,ASE,-555.276160419739,,0.02585076,,,,True,structures/reference/18-TS.xyz
19-P1,esen-md-direct-all-omol,ASE,-554.061254151859,,0.02562895,,,,True,structures/reference/19-P1.xyz
19-R2,esen-md-direct-all-omol,ASE,-155.962852725312,,0.02546084,,,,True,structures/reference/19-R2.xyz
19-TS,esen-md-direct-all-omol,ASE,-554.052527489076,,0.02563640,,,,True,structures/reference/19-TS.xyz
2-P1,esen-md-direct-all-omol,ASE,-616.807125613914,,0.02589602,,,,True,structures/reference/2-P1.xyz
2-TS,esen-md-direct-all-omol,ASE,-616.779701600648,,0.02590663,,,,True,structures/reference/2-TS.xyz
20-P1,esen-md-direct-all-omol,ASE,-780.249985210790,,0.02582126,,,,True,structures/reference/20-P1.xyz
20-P2,esen-md-direct-all-omol,ASE,-231.542432505795,,0.02563999,,,,True,structures/reference/20-P2.xyz
20-R1,esen-md-direct-all-omol,ASE,-1011.793541847207,,0.02588120,,,,True,structures/reference/20-R1.xyz
20-TS,esen-md-direct-all-omol,ASE,-1011.776214428015,,0.02593968,,,,True,structures/reference/20-TS.xyz
21-P1,esen-md-direct-all-omol,ASE,-914.581145576676,,0.02596936,,,,True,structures/reference/21-P1.xyz
21-R1,esen-md-direct-all-omol,ASE,-914.567780995496,,0.03026437,,,,True,structures/reference/21-R1.xyz
21-TS,esen-md-direct-all-omol,ASE,-914.555227651206,,0.02629076,,,,True,structures/reference/21-TS.xyz
22-P1,esen-md-direct-all-omol,ASE,-595.213601816477,,0.02584549,,,,True,structures/reference/22-P1.xyz
22-R1,esen-md-direct-all-omol,ASE,-595.192174484133,,0.02586287,,,,True,structures/reference/22-R1.xyz
22-TS,esen-md-direct-all-omol,ASE,-595.175590447878,,0.02562519,,,,True,structures/reference/22-TS.xyz
23-P1,esen-md-direct-all-omol,ASE,-310.932659625087,,0.02584362,,,,True,structures/reference/23-P1.xyz
23-R1,esen-md-direct-all-omol,ASE,-310.928350956736,,0.02596152,,,,True,structures/reference/23-R1.xyz
23-TS,esen-md-direct-all-omol,ASE,-310.914624116336,,0.02582071,,,,True,structures/reference/23-TS.xyz
24-P1,esen-md-direct-all-omol,ASE,-463.392714549031,,0.02609308,,,,True,structures/reference/24-P1.xyz
24-R1,esen-md-direct-all-omol,ASE,-463.379430869891,,0.02580353,,,,True,structures/reference/24-R1.xyz
24-TS,esen-md-direct-all-omol,ASE,-463.370438932755,,0.02625495,,,,True,structures/reference/24-TS.xyz
25-P1,esen-md-direct-all-omol,ASE,-385.440817188248,,0.02562864,,,,True,structures/reference/25-P1.xyz
25-R1,esen-md-direct-all-omol,ASE,-384.772276472344,,0.02588833,,,,True,structures/reference/25-R1.xyz
25-R2,esen-md-direct-all-omol,ASE,-40.491100950169,,0.02570252,,,,True,structures/reference/25-R2.xyz
25-TS,esen-md-direct-all-omol,ASE,-425.240123067008,,0.02605566,,,,True,structures/reference/25-TS.xyz
26-P2,esen-md-direct-all-omol,ASE,-115.047668330880,,0.02534602,,,,True,structures/reference/26-P2.xyz
26-R2,esen-md-direct-all-omol,ASE,-115.716991858700,,0.02555643,,,,True,structures/reference/26-R2.xyz
26-TS,esen-md-direct-all-omol,ASE,-500.473064821977,,0.03183818,,,,True,structures/reference/26-TS.xyz
27-P1,esen-md-direct-all-omol,ASE,-75.742450795952,,0.02730373,,,,True,structures/reference/27-P1.xyz
27-P2,esen-md-direct-all-omol,ASE,-549.227672201601,,0.02618239,,,,True,structures/reference/27-P2.xyz
27-R1,esen-md-direct-all-omol,ASE,-548.544017172143,,0.02581814,,,,True,structures/reference/27-R1.xyz
27-R2,esen-md-direct-all-omol,ASE,-76.433588697951,,0.02514381,,,,True,structures/reference/27-R2.xyz
27-TS,esen-md-direct-all-omol,ASE,-624.967315063954,,0.02555965,,,,True,structures/reference/27-TS.xyz
28-TS,esen-md-direct-all-omol,ASE,-589.028149188546,,0.02533000,,,,True,structures/reference/28-TS.xyz
29-P1,esen-md-direct-all-omol,ASE,-157.744814001241,,0.02556399,,,,True,structures/reference/29-P1.xyz
29-R1,esen-md-direct-all-omol,ASE,-158.403110627692,,0.02579881,,,,True,structures/reference/29-R1.xyz
29-TS,esen-md-direct-all-omol,ASE,-706.945155676482,,0.02597199,,,,True,structures/reference/29-TS.xyz
3-P1,esen-md-direct-all-omol,ASE,-834.251712955431,,0.02600433,,,,True,structures/reference/3-P1.xyz
3-R1,esen-md-direct-all-omol,ASE,-834.232322997568,,0.02601191,,,,True,structures/reference/3-R1.xyz
3-TS,esen-md-direct-all-omol,ASE,-834.210197372340,,0.02623255,,,,True,structures/reference/3-TS.xyz
30-P1,esen-md-direct-all-omol,ASE,-117.231674305469,,0.02555687,,,,True,structures/reference/30-P1.xyz
30-R1,esen-md-direct-all-omol,ASE,-117.875456423144,,0.02587376,,,,True,structures/reference/30-R1.xyz
30-TS,esen-md-direct-all-omol,ASE,-666.416928457887,,0.02575773,,,,True,structures/reference/30-TS.xyz
31-P1,esen-md-direct-all-omol,ASE,-754.138002403428,,0.02609013,,,,True,structures/reference/31-P1.xyz
31-R1,esen-md-direct-all-omol,ASE,-754.117299400675,,0.02618863,,,,True,structures/reference/31-R1.xyz
31-TS,esen-md-direct-all-omol,ASE,-754.107063814163,,0.02852239,,,,True,structures/reference/31-TS.xyz
32-P1,esen-md-direct-all-omol,ASE,-562.379336235909,,0.02650363,,,,True,structures/reference/32-P1.xyz
32-R1,esen-md-direct-all-omol,ASE,-562.362924256021,,0.02564443,,,,True,structures/reference/32-R1.xyz
32-TS,esen-md-direct-all-omol,ASE,-562.349605240622,,0.02579726,,,,True,structures/reference/32-TS.xyz
33-P1,esen-md-direct-all-omol,ASE,-679.071473137519,,0.02579852,,,,True,structures/reference/33-P1.xyz
33-R1,esen-md-direct-all-omol,ASE,-679.056929115762,,0.02600442,,,,True,structures/reference/33-R1.xyz
33-TS,esen-md-direct-all-omol,ASE,-679.042678440801,,0.02600131,,,,True,structures/reference/33-TS.xyz
34-P1,esen-md-direct-all-omol,ASE,-1139.895910003280,,0.02577177,,,,True,structures/reference/34-P1.xyz
34-R1,esen-md-direct-all-omol,ASE,-1139.881887568778,,0.02615035,,,,True,structures/reference/34-R1.xyz
34-TS,esen-md-direct-all-omol,ASE,-1139.866952236273,,0.02593502,,,,True,structures/reference/34-TS.xyz
35-P1,esen-md-direct-all-omol,ASE,-3253.717851176382,,0.02574707,,,,True,structures/reference/35-P1.xyz
35-R1,esen-md-direct-all-omol,ASE,-3253.702125649017,,0.02579124,,,,True,structures/reference/35-R1.xyz
35-TS,esen-md-direct-all-omol,ASE,-3253.688843393632,,0.02619120,,,,True,structures/reference/35-TS.xyz
36-P1,esen-md-direct-all-omol,ASE,-1074.907815331641,,0.02613830,,,,True,structures/reference/36-P1.xyz
36-R1,esen-md-direct-all-omol,ASE,-1074.884620213269,,0.02614971,,,,True,structures/reference/36-R1.xyz
36-TS,esen-md-direct-all-omol,ASE,-1074.874237736837,,0.02647445,,,,True,structures/reference/36-TS.xyz
37-P1,esen-md-direct-all-omol,ASE,-751.941397954069,,0.02604057,,,,True,structures/reference/37-P1.xyz
37-R1,esen-md-direct-all-omol,ASE,-751.922157210119,,0.02813704,,,,True,structures/reference/37-R1.xyz
37-TS,esen-md-direct-all-omol,ASE,-751.909016846054,,0.02629177,,,,True,structures/reference/37-TS.xyz
38-P1,esen-md-direct-all-omol,ASE,-348.292154032009,,0.02640937,,,,True,structures/reference/38-P1.xyz
38-P2,esen-md-direct-all-omol,ASE,-460.126132814017,,0.00110629,,,,True,structures/reference/38-P2.xyz
38-R1,esen-md-direct-all-omol,ASE,-808.438417618424,,0.02599192,,,,True,structures/reference/38-R1.xyz
38-TS,esen-md-direct-all-omol,ASE,-808.425113869272,,0.02612796,,,,True,structures/reference/38-TS.xyz
39-P2,esen-md-direct-all-omol,ASE,-2573.968461835595,,0.00092496,,,,True,structures/reference/39-P2.xyz
39-R1,esen-md-direct-all-omol,ASE,-2922.262392086432,,0.02601854,,,,True,structures/reference/39-R1.xyz
39-TS,esen-md-direct-all-omol,ASE,-2922.257739685154,,0.02599312,,,,True,structures/reference/39-TS.xyz
4-P1,esen-md-direct-all-omol,ASE,-834.258355140073,,0.02630766,,,,True,structures/reference/4-P1.xyz
4-TS,esen-md-direct-all-omol,ASE,-834.207268505061,,0.02600282,,,,True,structures/reference/4-TS.xyz
40-P1,esen-md-direct-all-omol,ASE,-462.818640366512,,0.02652434,,,,True,structures/reference/40-P1.xyz
40-R1,esen-md-direct-all-omol,ASE,-922.970523872661,,0.02597679,,,,True,structures/reference/40-R1.xyz
40-TS,esen-md-direct-all-omol,ASE,-922.957481792989,,0.02631739,,,,True,structures/reference/40-TS.xyz
41-P1,esen-md-direct-all-omol,ASE,-822.707150848289,,0.02657658,,,,True,structures/reference/41-P1.xyz
41-R1,esen-md-direct-all-omol,ASE,-1282.859446508553,,0.02653051,,,,True,structures/reference/41-R1.xyz
41-TS,esen-md-direct-all-omol,ASE,-1282.850222103310,,0.02625940,,,,True,structures/reference/41-TS.xyz
42-P1,esen-md-direct-all-omol,ASE,-509.384345915902,,0.02682172,,,,True,structures/reference/42-P1.xyz
42-R1,esen-md-direct-all-omol,ASE,-430.784640682700,,0.02642310,,,,True,structures/reference/42-R1.xyz
42-TS,esen-md-direct-all-omol,ASE,-509.336573782342,,0.02619799,,,,True,structures/reference/42-TS.xyz
43-P1,esen-md-direct-all-omol,ASE,-304.718430481219,,0.02637754,,,,True,structures/reference/43-P1.xyz
43-R1,esen-md-direct-all-omol,ASE,-304.686585971031,,0.02598274,,,,True,structures/reference/43-R1.xyz
43-TS,esen-md-direct-all-omol,ASE,-304.670708744878,,0.02638437,,,,True,structures/reference/43-TS.xyz
44-P1,esen-md-direct-all-omol,ASE,-109.552598267821,,0.02577186,,,,True,structures/reference/44-P1.xyz
44-P2,esen-md-direct-all-omol,ASE,-195.189422438741,,0.02610283,,,,True,structures/reference/44-P2.xyz
44-TS,esen-md-direct-all-omol,ASE,-304.715079946056,,0.02613845,,,,True,structures/reference/44-TS.xyz
45-P1,esen-md-direct-all-omol,ASE,-422.625636209893,,0.02663743,,,,True,structures/reference/45-P1.xyz
45-R1,esen-md-direct-all-omol,ASE,-422.608982525294,,0.02642843,,,,True,structures/reference/45-R1.xyz
45-TS,esen-md-direct-all-omol,ASE,-422.589655357969,,0.02601739,,,,True,structures/reference/45-TS.xyz
46-P1,esen-md-direct-all-omol,ASE,-313.118077647509,,0.02636139,,,,True,structures/reference/46-P1.xyz
46-TS,esen-md-direct-all-omol,ASE,-422.623871912356,,0.02652524,,,,True,structures/reference/46-TS.xyz
47-P1,esen-md-direct-all-omol,ASE,-309.519859696747,,0.02638749,,,,True,structures/reference/47-P1.xyz
47-R1,esen-md-direct-all-omol,ASE,-419.069972405694,,0.02636940,,,,True,structures/reference/47-R1.xyz
47-TS,esen-md-direct-all-omol,ASE,-419.050104660228,,0.03229043,,,,True,structures/reference/47-TS.xyz
48-P1,esen-md-direct-all-omol,ASE,-951.528718792493,,0.02668815,,,,True,structures/reference/48-P1.xyz
48-R1,esen-md-direct-all-omol,ASE,-1061.039453260529,,0.04258956,,,,True,structures/reference/48-R1.xyz
48-TS,esen-md-direct-all-omol,ASE,-1061.036139078979,,0.02754425,,,,True,structures/reference/48-TS.xyz
49-P1,esen-md-direct-all-omol,ASE,-477.263239345425,,0.02641032,,,,True,structures/reference/49-P1.xyz
49-R1,esen-md-direct-all-omol,ASE,-586.734161848763,,0.02669117,,,,True,structures/reference/49-R1.xyz
49-TS,esen-md-direct-all-omol,ASE,-586.724222977528,,0.02650943,,,,True,structures/reference/49-TS.xyz
5-P1,esen-md-direct-all-omol,ASE,-440.101124870423,,0.02608261,,,,True,structures/reference/5-P1.xyz
5-R1,esen-md-direct-all-omol,ASE,-170.830878412758,,0.02627495,,,,True,structures/reference/5-R1.xyz
5-R2,esen-md-direct-all-omol,ASE,-269.227581923851,,0.02708406,,,,True,structures/reference/5-R2.xyz
5-TS,esen-md-direct-all-omol,ASE,-440.068101744089,,0.02609878,,,,True,structures/reference/5-TS.xyz
50-R1,esen-md-direct-all-omol,ASE,-645.020688356173,,0.02626721,,,,True,structures/reference/50-R1.xyz
50-R2,esen-md-direct-all-omol,ASE,-415.971835962561,,0.02583184,,,,True,structures/reference/50-R2.xyz
50-TS,esen-md-direct-all-omol,ASE,-1060.991175985620,,0.02678995,,,,True,structures/reference/50-TS.xyz
6-P1,esen-md-direct-all-omol,ASE,-440.130724084930,,0.02572920,,,,True,structures/reference/6-P1.xyz
6-TS,esen-md-direct-all-omol,ASE,-440.062916480172,,0.02637219,,,,True,structures/reference/6-TS.xyz
7-P1,esen-md-direct-all-omol,ASE,-616.019308889493,,0.02571641,,,,True,structures/reference/7-P1.xyz
7-R1,esen-md-direct-all-omol,ASE,-615.994248352034,,0.02564168,,,,True,structures/reference/7-R1.xyz
7-TS,esen-md-direct-all-omol,ASE,-615.981984112907,,0.02526710,,,,True,structures/reference/7-TS.xyz
8-P1,esen-md-direct-all-omol,ASE,-1115.590114031368,,0.02476304,,,,True,structures/reference/8-P1.xyz
8-R1,esen-md-direct-all-omol,ASE,-157.181774211613,,0.02505553,,,,True,structures/reference/8-R1.xyz
8-R2,esen-md-direct-all-omol,ASE,-958.350118156249,,0.02549889,,,,True,structures/reference/8-R2.xyz
8-TS,esen-md-direct-all-omol,ASE,-1115.534991425435,,0.02637238,,,,True,structures/reference/8-TS.xyz
9-P1,esen-md-direct-all-omol,ASE,-614.846293095453,,0.02624952,,,,True,structures/reference/9-P1.xyz
9-R1,esen-md-direct-all-omol,ASE,-614.831606498416,,0.02537786,,,,True,structures/reference/9-R1.xyz
9-TS,esen-md-direct-all-omol,ASE,-614.812965639757,,0.02527425,,,,True,structures/reference/9-TS.xyz
1-P1,esen-sm-conserving-all-omol,ASE,-616.782605207496,,0.04336151,,,,True,structures/reference/1-P1.xyz
1-R1,esen-sm-conserving-all-omol,ASE,-616.778886334477,,0.03629195,,,,True,structures/reference/1-R1.xyz
1-TS,esen-sm-conserving-all-omol,ASE,-616.764260450291,,0.03751369,,,,True,structures/reference/1-TS.xyz
10-P1,esen-sm-conserving-all-omol,ASE,-153.182428152599,,0.03940273,,,,True,structures/reference/10-P1.xyz
10-P2,esen-sm-conserving-all-omol,ASE,-39.818834156973,,0.03670235,,,,True,structures/reference/10-P2.xyz
10-R1,esen-sm-conserving-all-omol,ASE,-193.016223275326,,0.03684014,,,,True,structures/reference/10-R1.xyz
10-TS,esen-sm-conserving-all-omol,ASE,-192.982925136524,,0.03513743,,,,True,structures/reference/10-TS.xyz
11-P1,esen-sm-conserving-all-omol,ASE,-344.924346921787,,0.03559852,,,,True,structures/reference/11-P1.xyz
11-P2,esen-sm-conserving-all-omol,ASE,-203.451341673919,,0.03516227,,,,True,structures/reference/11-P2.xyz
11-R1,esen-sm-conserving-all-omol,ASE,-548.381908088264,,0.03577719,,,,True,structures/reference/11-R1.xyz
11-TS,esen-sm-conserving-all-omol,ASE,-548.360668079467,,0.03552677,,,,True,structures/reference/11-TS.xyz
12-P1,esen-sm-conserving-all-omol,ASE,-803.592894918016,,0.03597388,,,,True,structures/reference/12-P1.xyz
12-R1,esen-sm-conserving-all-omol,ASE,-646.345856342994,,0.03681040,,,,True,structures/reference/12-R1.xyz
12-R2,esen-sm-conserving-all-omol,ASE,-157.185303740973,,0.03634602,,,,True,structures/reference/12-R2.xyz
12-TS,esen-sm-conserving-all-omol,ASE,-803.532617660537,,0.03706611,,,,True,structures/reference/12-TS.xyz
13-P1,esen-sm-conserving-all-omol,ASE,-456.137216487022,,0.03538817,,,,True,structures/reference/13-P1.xyz
13-R2,esen-sm-conserving-all-omol,ASE,-263.087421060951,,0.03584723,,,,True,structures/reference/13-R2.xyz
13-TS,esen-sm-conserving-all-omol,ASE,-456.089389094778,,0.03527955,,,,True,structures/reference/13-TS.xyz
14-P1,esen-sm-conserving-all-omol,ASE,-388.335693286718,,0.03928915,,,,True,structures/reference/14-P1.xyz
14-R1,esen-sm-conserving-all-omol,ASE,-193.009884024135,,0.03672338,,,,True,structures/reference/14-R1.xyz
14-R2,esen-sm-conserving-all-omol,ASE,-195.254073134522,,0.03481041,,,,True,structures/reference/14-R2.xyz
14-TS,esen-sm-conserving-all-omol,ASE,-388.282127251615,,0.03594313,,,,True,structures/reference/14-TS.xyz
15-P1,esen-sm-conserving-all-omol,ASE,-384.981522826637,,0.03672516,,,,True,structures/reference/15-P1.xyz
15-R1,esen-sm-conserving-all-omol,ASE,-306.393266594505,,0.03522473,,,,True,structures/reference/15-R1.xyz
15-R2,esen-sm-conserving-all-omol,ASE,-78.566546783137,,0.03491650,,,,True,structures/reference/15-R2.xyz
15-TS,esen-sm-conserving-all-omol,ASE,-384.923026687748,,0.03601184,,,,True,structures/reference/15-TS.xyz
16-P1,esen-sm-conserving-all-omol,ASE,-460.209503029440,,0.03689354,,,,True,structures/reference/16-P1.xyz
16-R1,esen-sm-conserving-all-omol,ASE,-381.627537048466,,0.03598318,,,,True,structures/reference/16-R1.xyz
16-TS,esen-sm-conserving-all-omol,ASE,-460.161551763566,,0.03591908,,,,True,structures/reference/16-TS.xyz
17-P1,esen-sm-conserving-all-omol,ASE,-647.649706756893,,0.03685383,,,,True,structures/reference/17-P1.xyz
17-R2,esen-sm-conserving-all-omol,ASE,-341.224739274175,,0.03527588,,,,True,structures/reference/17-R2.xyz
17-TS,esen-sm-conserving-all-omol,ASE,-647.614321379577,,0.03585364,,,,True,structures/reference/17-TS.xyz
18-P1,esen-sm-conserving-all-omol,ASE,-555.288532450304,,0.03454284,,,,True,structures/reference/18-P1.xyz
18-R1,esen-sm-conserving-all-omol,ASE,-398.091518469025,,0.00112565,,,,True,structures/reference/18-R1.xyz
18-TS,esen-sm-conserving-all-omol,ASE,-555.275931254216,,0.03605193,,,,True,structures/reference/18-TS.xyz
19-P1,esen-sm-conserving-all-omol,ASE,-554.059199955171,,0.03735797,,,,True,structures/reference/19-P1.xyz
19-R2,esen-sm-conserving-all-omol,ASE,-155.962833865085,,0.03614511,,,,True,structures/reference/19-R2.xyz
19-TS,esen-sm-conserving-all-omol,ASE,-554.050984951108,,0.03541925,,,,True,structures/reference/19-TS.xyz
2-P1,esen-sm-conserving-all-omol,ASE,-616.806688510241,,0.03562758,,,,True,structures/reference/2-P1.xyz
2-TS,esen-sm-conserving-all-omol,ASE,-616.776729522835,,0.03482735,,,,True,structures/reference/2-TS.xyz
20-P1,esen-sm-conserving-all-omol,ASE,-780.251844664411,,0.03579359,,,,True,structures/reference/20-P1.xyz
20-P2,esen-sm-conserving-all-omol,ASE,-231.543335005641,,0.03626485,,,,True,structures/reference/20-P2.xyz
20-R1,esen-sm-conserving-all-omol,ASE,-1011.790249119387,,0.03715284,,,,True,structures/reference/20-R1.xyz
20-TS,esen-sm-conserving-all-omol,ASE,-1011.774286361805,,0.03664404,,,,True,structures/reference/20-TS.xyz
21-P1,esen-sm-conserving-all-omol,ASE,-914.579613254394,,0.03593890,,,,True,structures/reference/21-P1.xyz
21-R1,esen-sm-conserving-all-omol,ASE,-914.565328321320,,0.03613062,,,,True,structures/reference/21-R1.xyz
21-TS,esen-sm-conserving-all-omol,ASE,-914.553300563343,,0.03658876,,,,True,structures/reference/21-TS.xyz
22-P1,esen-sm-conserving-all-omol,ASE,-595.212673233509,,0.03508613,,,,True,structures/reference/22-P1.xyz
22-R1,esen-sm-conserving-all-omol,ASE,-595.189805602784,,0.03489997,,,,True,structures/reference/22-R1.xyz
22-TS,esen-sm-conserving-all-omol,ASE,-595.176091294212,,0.03558742,,,,True,structures/reference/22-TS.xyz
23-P1,esen-sm-conserving-all-omol,ASE,-310.932640977457,,0.03613099,,,,True,structures/reference/23-P1.xyz
23-R1,esen-sm-conserving-all-omol,ASE,-310.927908908997,,0.03808451,,,,True,structures/reference/23-R1.xyz
23-TS,esen-sm-conserving-all-omol,ASE,-310.911488366629,,0.03747813,,,,True,structures/reference/23-TS.xyz
24-P1,esen-sm-conserving-all-omol,ASE,-463.392772493854,,0.03588046,,,,True,structures/reference/24-P1.xyz
24-R1,esen-sm-conserving-all-omol,ASE,-463.376625918241,,0.03508060,,,,True,structures/reference/24-R1.xyz
24-TS,esen-sm-conserving-all-omol,ASE,-463.367659894635,,0.03628039,,,,True,structures/reference/24-TS.xyz
25-P1,esen-sm-conserving-all-omol,ASE,-385.441186562175,,0.03462512,,,,True,structures/reference/25-P1.xyz
25-R1,esen-sm-conserving-all-omol,ASE,-384.784078834896,,0.03582011,,,,True,structures/reference/25-R1.xyz
25-R2,esen-sm-conserving-all-omol,ASE,-40.491089637841,,0.03637607,,,,True,structures/reference/25-R2.xyz
25-TS,esen-sm-conserving-all-omol,ASE,-425.236255259720,,0.03675108,,,,True,structures/reference/25-TS.xyz
26-P2,esen-sm-conserving-all-omol,ASE,-115.047595777963,,0.03445158,,,,True,structures/reference/26-P2.xyz
26-R2,esen-sm-conserving-all-omol,ASE,-115.717004691442,,0.03638810,,,,True,structures/reference/26-R2.xyz
26-TS,esen-sm-conserving-all-omol,ASE,-500.472498497739,,0.03665195,,,,True,structures/reference/26-TS.xyz
27-P1,esen-sm-conserving-all-omol,ASE,-75.742428461512,,0.03560778,,,,True,structures/reference/27-P1.xyz
27-P2,esen-sm-conserving-all-omol,ASE,-549.229016753014,,0.03488347,,,,True,structures/reference/27-P2.xyz
27-R1,esen-sm-conserving-all-omol,ASE,-548.542351843500,,0.03652173,,,,True,structures/reference/27-R1.xyz
27-R2,esen-sm-conserving-all-omol,ASE,-76.433582730865,,0.03478118,,,,True,structures/reference/27-R2.xyz
27-TS,esen-sm-conserving-all-omol,ASE,-624.966102900690,,0.03516571,,,,True,structures/reference/27-TS.xyz
28-TS,esen-sm-conserving-all-omol,ASE,-589.024400437384,,0.03669378,,,,True,structures/reference/28-TS.xyz
29-P1,esen-sm-conserving-all-omol,ASE,-157.744961698862,,0.03428013,,,,True,structures/reference/29-P1.xyz
29-R1,esen-sm-conserving-all-omol,ASE,-158.403119832992,,0.03560313,,,,True,structures/reference/29-R1.xyz
29-TS,esen-sm-conserving-all-omol,ASE,-706.945678721201,,0.03617684,,,,True,structures/reference/29-TS.xyz
3-P1,esen-sm-conserving-all-omol,ASE,-834.251246360930,,0.03580042,,,,True,structures/reference/3-P1.xyz
3-R1,esen-sm-conserving-all-omol,ASE,-834.227972019067,,0.03587282,,,,True,structures/reference/3-R1.xyz
3-TS,esen-sm-conserving-all-omol,ASE,-834.207583531826,,0.03575083,,,,True,structures/reference/3-TS.xyz
